birdnet_scientific_name,avilist_scientific_name,avibase_id,cornell_code,match_method
Pycnonotus xanthorrhous,Pycnonotus xanthorrhous,avibase-0604A8C5,brbbul1,exact
Pycnonotus zeylanicus,Pycnonotus zeylanicus,avibase-6116C5B3,sthbul1,exact
Pycnoptilus floccosus,Pycnoptilus floccosus,avibase-F16E99A0,pilotb1,exact
Pygarrhichas albogularis,Pygarrhichas albogularis,avibase-E2B6B39E,whttre2,exact
Pygiptila stellaris,Pygiptila stellaris,avibase-E57EE0ED,spwant2,exact
Pygochelidon cyanoleuca,Pygochelidon cyanoleuca,avibase-DFFD116E,bawswa1,exact
Pygoscelis adeliae,Pygoscelis adeliae,avibase-4A947BE7,adepen1,exact
Pygoscelis antarcticus,Pygoscelis antarcticus,avibase-75B943A3,chipen2,exact
Pygoscelis papua,Pygoscelis papua,avibase-F2B3BF2A,genpen1,exact
Pyriglena atra,Pyriglena atra,avibase-0ED689BD,fbfeye1,exact
Pyriglena leuconota,Pyriglena leuconota,avibase-83A1319F,eaafie1,exact
Pyriglena leucoptera,Pyriglena leucoptera,avibase-95AE2108,wsfeye1,exact
Pyriglena maura,Pyriglena maura,avibase-2438D789,wesfie1,exact
Pyrilia barrabandi,Pyrilia barrabandi,avibase-05B5B7D0,orcpar2,exact
Pyrilia caica,Pyrilia caica,avibase-33487D8B,caipar2,exact
Pyrilia haematotis,Pyrilia haematotis,avibase-B197D2D1,brhpar1,exact
Pyrilia pulchra,Pyrilia pulchra,avibase-4FD2C88E,rofpar2,exact
Pyrilia pyrilia,Pyrilia pyrilia,avibase-3F7F7C19,sahpar1,exact
Pyrocephalus rubinus,Pyrocephalus rubinus,avibase-1456993D,verfly,exact
Pyroderus scutatus,Pyroderus scutatus,avibase-50B7979C,rerfru1,exact
Pyrope pyrope,Pyrope pyrope,avibase-7161C811,fiediu1,exact
Pyrrhocorax graculus,Pyrrhocorax graculus,avibase-45B512E2,yebcho1,exact
Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax,avibase-18D2C42A,rebcho1,exact
Pyrrholaemus brunneus,Pyrrholaemus brunneus,avibase-AFAD2F60,redthr1,exact
Pyrrholaemus sagittatus,Pyrrholaemus sagittatus,avibase-A68B1787,spewar3,exact
Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,avibase-370FEC50,cinfly2,exact
Pyrrhula erythaca,Pyrrhula erythaca,avibase-1C8E0DB2,gyhbul2,exact
Pyrrhula nipalensis,Pyrrhula nipalensis,avibase-964205CA,brobul1,exact
Pyrrhula pyrrhula,Pyrrhula pyrrhula,avibase-24764DC7,eurbul,exact
Pyrrhura albipectus,Pyrrhura albipectus,avibase-832FDAFE,whnpar1,exact
Pyrrhura amazonum,Pyrrhura amazonum,avibase-A950292F,sanpar2,exact
Pyrrhura calliptera,Pyrrhura calliptera,avibase-4F34A55C,brbpar2,exact
Pyrrhura cruentata,Pyrrhura cruentata,avibase-9DA59151,bltpar2,exact
Pyrrhura frontalis,Pyrrhura frontalis,avibase-B24FFE53,mabpar,exact
Pyrrhura hoematotis,Pyrrhura hoematotis,avibase-3CACB009,reepar1,exact
Pyrrhura hoffmanni,Pyrrhura hoffmanni,avibase-854F3163,suwpar1,exact
Pyrrhura leucotis,Pyrrhura leucotis,avibase-007B7943,mafpar3,exact
Pyrrhura melanura,Pyrrhura melanura,avibase-EE73418A,matpar2,exact
Pyrrhura molinae,Pyrrhura molinae,avibase-31679C53,gncpar,exact
Pyrrhura orcesi,Pyrrhura orcesi,avibase-9C41D7C0,elopar1,exact
Pyrrhura perlata,Pyrrhura perlata,avibase-E93BACCC,crbpar1,exact
Pyrrhura picta,Pyrrhura picta,avibase-BDCBDAC0,paipar2,exact
Pyrrhura rhodocephala,Pyrrhura rhodocephala,avibase-B59DC31F,rohpar1,exact
Pyrrhura roseifrons,Pyrrhura roseifrons,avibase-49E8DCEF,rofpar3,exact
Pyrrhura rupicola,Pyrrhura rupicola,avibase-B3FCD547,blcpar1,exact
Pyrrhura viridicata,Pyrrhura viridicata,avibase-2997FB71,sampar1,exact
Pytilia melba,Pytilia melba,avibase-01A3BE3C,grwpyt1,exact
Quelea quelea,Quelea quelea,avibase-2B6DE136,rebque1,exact
Querula purpurata,Querula purpurata,avibase-183649E5,putfru1,exact
Quiscalus lugubris,Quiscalus lugubris,avibase-159FB51C,cargra1,exact
Quiscalus major,Quiscalus major,avibase-EF47E15D,botgra,exact
Quiscalus mexicanus,Quiscalus mexicanus,avibase-5CBA3391,grtgra,exact
Quiscalus nicaraguensis,Quiscalus nicaraguensis,avibase-D1DD7CD0,nicgra1,exact
Quiscalus niger,Quiscalus niger,avibase-E941AD9F,gragra1,exact
Quiscalus quiscula,Quiscalus quiscula,avibase-8BBB3255,comgra,exact
Radjah radjah,Radjah radjah,avibase-13B373F3,radshe1,exact
Rallina eurizonoides,Rallina eurizonoides,avibase-B056B57C,sllcra1,exact
Rallina fasciata,Rallina fasciata,avibase-1DFAA1B7,relcra1,exact
Rallina tricolor,Rallina tricolor,avibase-EBD8C251,rencra1,exact
Rallus antarcticus,Rallus antarcticus,avibase-3DA5C1B9,ausrai1,exact
Rallus aquaticus,Rallus aquaticus,avibase-DE1D2DF4,watrai1,exact
Rallus caerulescens,Rallus caerulescens,avibase-5B443EDE,afrrai1,exact
Rallus crepitans,Rallus crepitans,avibase-E893F98D,clarai11,exact
Rallus elegans,Rallus elegans,avibase-0BB84341,kinrai4,exact
Rallus indicus,Rallus indicus,avibase-ACD9E3E1,bncrai1,exact
Rallus limicola,Rallus limicola,avibase-87705CC4,virrai,exact
Rallus longirostris,Rallus longirostris,avibase-89DB7F74,manrai1,exact
Rallus obsoletus,Rallus obsoletus,avibase-4185F617,ridrai1,exact
Rallus semiplumbeus,Rallus semiplumbeus,avibase-64D0CACB,bograi1,exact
Rallus tenuirostris,Rallus tenuirostris,avibase-8C41ABD3,kinrai2,exact
Ramphastos ambiguus,Ramphastos ambiguus,avibase-7C99DFAB,bkmtou1,exact
Ramphastos brevis,Ramphastos brevis,avibase-D332D1C1,chotou1,exact
Ramphastos dicolorus,Ramphastos dicolorus,avibase-6BACED1E,rebtou2,exact
Ramphastos sulfuratus,Ramphastos sulfuratus,avibase-BB0FBBA4,kebtou1,exact
Ramphastos toco,Ramphastos toco,avibase-D42641C0,toctou1,exact
Ramphastos tucanus,Ramphastos tucanus,avibase-04EDD122,whttou1,exact
Ramphastos vitellinus,Ramphastos vitellinus,avibase-5C18D846,chbtou1,exact
Ramphocaenus melanurus,Ramphocaenus melanurus,avibase-32BF3F02,lobgna5,exact
Ramphocaenus sticturus,Ramphocaenus sticturus,avibase-7113E393,lobgna4,exact
Ramphocelus bresilius,Ramphocelus bresilia,avibase-99CA86E3,bratan1,clements_english
Ramphocelus carbo,Ramphocelus carbo,avibase-EF01FD76,sibtan2,exact
Ramphocelus dimidiatus,Ramphocelus dimidiatus,avibase-32121D98,crbtan1,exact
Ramphocelus flammigerus,Ramphocelus flammigerus,avibase-BCF7B722,flrtan1,exact
Ramphocelus melanogaster,Ramphocelus melanogaster,avibase-FECD4A7C,bkbtan1,exact
Ramphocelus nigrogularis,Ramphocelus nigrogularis,avibase-73179694,mactan1,exact
Ramphocelus passerinii,Ramphocelus passerinii,avibase-CF8B8AB4,y00599,exact
Ramphocelus sanguinolentus,Ramphocelus sanguinolentus,avibase-690C5AB4,crctan1,exact
Ramphodon naevius,Ramphodon naevius,avibase-4CAAC972,sabher1,exact
Ramphomicron microrhynchum,Ramphomicron microrhynchum,avibase-B2CD184B,pubtho1,exact
Ramphotrigon flammulatum,Ramphotrigon flammulatum,avibase-E8E65DD3,flafly1,exact
Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,avibase-872F0AA9,dutfla1,exact
Ramphotrigon megacephalum,Ramphotrigon megacephalum,avibase-3955CDE6,lahfla2,exact
Ramphotrigon ruficauda,Ramphotrigon ruficauda,avibase-2197445D,rutfla1,exact
Ramsayornis modestus,Ramsayornis modestus,avibase-8C34DEDF,brbhon1,exact
Rauenia bonariensis,Rauenia bonariensis,avibase-A27159CD,baytan3,exact
Recurvirostra americana,Recurvirostra americana,avibase-8EB0C1FA,ameavo,exact
Recurvirostra andina,Recurvirostra andina,avibase-30CBE57B,andavo1,exact
Recurvirostra avosetta,Recurvirostra avosetta,avibase-C73ED2F5,pieavo1,exact
Regulus goodfellowi,Regulus goodfellowi,avibase-367F4CFC,flamec1,exact
Regulus ignicapilla,Regulus ignicapilla,avibase-85B03849,firecr1,exact
Regulus madeirensis,Regulus madeirensis,avibase-C92557B8,firecr3,exact
Regulus regulus,Regulus regulus,avibase-1C51C109,goldcr1,exact
Regulus satrapa,Regulus satrapa,avibase-154BCCAE,gockin,exact
Reinwardtipicus validus,Chrysocolaptes validus,avibase-05714481,orbwoo1,clements_english
Reinwardtoena reinwardti,Reinwardtoena reinwardti,avibase-DA7BFF77,grcdov2,exact
Remiz consobrinus,Remiz consobrinus,avibase-6D6870E3,chptit1,exact
Remiz coronatus,Remiz coronatus,avibase-454B9078,wcptit1,exact
Remiz pendulinus,Remiz pendulinus,avibase-F81EB049,euptit1,exact
Rhabdotorrhinus corrugatus,Rhabdotorrhinus corrugatus,avibase-9C62A324,wrihor1,exact
Rhabdotorrhinus exarhatus,Rhabdotorrhinus exarhatus,avibase-C0BD105F,sulhor1,exact
Rhaphidura leucopygialis,Rhaphidura leucopygialis,avibase-737C55FF,sirnee1,exact
Rhea americana,Rhea americana,avibase-00986B24,grerhe1,exact
Rhegmatorhina cristata,Rhegmatorhina cristata,avibase-4CFC491A,chcant1,exact
Rhegmatorhina gymnops,Rhegmatorhina gymnops,avibase-B02C4DCC,baeant1,exact
Rhegmatorhina hoffmannsi,Rhegmatorhina hoffmannsi,avibase-219B34AC,whbant5,exact
Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,avibase-64B07D94,hacant1,exact
Rhinocrypta lanceolata,Rhinocrypta lanceolata,avibase-415E16C9,cregal1,exact
Rhinopomastus cyanomelas,Rhinopomastus cyanomelas,avibase-B0DD1318,cosbil1,exact
Rhinortha chlorophaea,Rhinortha chlorophaea,avibase-75CE1C40,rafmal1,exact
Rhipidura albicollis,Rhipidura albicollis,avibase-F2074D00,whtfan1,exact
Rhipidura albiscapa,Rhipidura albiscapa,avibase-A98285EB,gryfan1,exact
Rhipidura albogularis,Rhipidura albogularis,avibase-E12FE273,spbfan1,exact
Rhipidura albolimbata,Rhipidura albolimbata,avibase-56F40883,frifan1,exact
Rhipidura atra,Rhipidura atra,avibase-4A8F6276,blafan1,exact
Rhipidura aureola,Rhipidura aureola,avibase-DB7261E9,whbfan2,exact
Rhipidura brachyrhyncha,Rhipidura brachyrhyncha,avibase-24B205AA,dimfan1,exact
Rhipidura cyaniceps,Rhipidura cyaniceps,avibase-3A07746B,blhfan1,exact
Rhipidura dryas,Rhipidura dryas,avibase-11A12252,arafan1,exact
Rhipidura fuliginosa,Rhipidura fuliginosa,avibase-ACD8630F,nezfan1,exact
Rhipidura javanica,Rhipidura javanica,avibase-75B49C25,piefan1,exact
Rhipidura leucophrys,Rhipidura leucophrys,avibase-F65B55BD,wilwag1,exact
Rhipidura leucothorax,Rhipidura leucothorax,avibase-9A6974DC,wbtfan1,exact
Rhipidura maculipectus,Rhipidura maculipectus,avibase-4EB50482,bltfan1,exact
Rhipidura nigritorquis,Rhipidura nigritorquis,avibase-7EAC662D,phipif1,exact
Rhipidura perlata,Rhipidura perlata,avibase-B5A920A2,spofan1,exact
Rhipidura rufifrons,Rhipidura rufifrons,avibase-731A6E5C,ruffan13,exact
Rhipidura rufiventris,Rhipidura rufiventris,avibase-E16560EF,norfan1,exact
Rhipidura teysmanni,Rhipidura teysmanni,avibase-2291DE46,rubfan2,exact
Rhipidura threnothorax,Rhipidura threnothorax,avibase-EF534053,sotfan1,exact
Rhipidura verreauxi,Rhipidura verreauxi,avibase-61824029,strfan5,exact
Rhodinocichla rosea,Rhodinocichla rosea,avibase-358DFBA2,rottan2,exact
Rhodophoneus cruentus,Rhodophoneus cruentus,avibase-8B8AC14A,ropbus1,exact
Rhodospingus cruentus,Rhodospingus cruentus,avibase-4ED9C1DB,crbfin1,exact
Rhodospiza obsoleta,Rhodospiza obsoleta,avibase-FA269911,desfin2,exact
Rhodostethia rosea,Rhodostethia rosea,avibase-4CD353D2,rosgul,exact
Rhodothraupis celaeno,Periporphyrus celaeno,avibase-CCDEDA82,crcgro,clements_english
Rhopias gularis,Rhopias gularis,avibase-C040B92F,sttant1,exact
Rhopophilus pekinensis,Rhopophilus pekinensis,avibase-4AEBE232,beibab1,exact
Rhopornis ardesiacus,Rhopornis ardesiacus,avibase-48150C82,sleant1,exact
Rhopospina alaudina,Rhopospina alaudina,avibase-41CB1805,btsfin1,exact
Rhopospina caerulescens,Rhopospina caerulescens,avibase-17B1CAD5,blufin1,exact
Rhopospina fruticeti,Rhopospina fruticeti,avibase-F3A048A6,mosfin1,exact
Rhynchocyclus brevirostris,Rhynchocyclus brevirostris,avibase-25B7AC2F,eyrfla1,exact
Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,avibase-5BC79C41,olifla3,exact
Rhynchophanes mccownii,Rhynchophanes mccownii,avibase-61E5A0E3,mcclon,exact
Rhynchopsitta pachyrhyncha,Rhynchopsitta pachyrhyncha,avibase-6D621EA2,thbpar,exact
Rhynchopsitta terrisi,Rhynchopsitta terrisi,avibase-277579A3,mafpar1,exact
Rhynchortyx cinctus,Rhynchortyx cinctus,avibase-8A792FFC,tafqua1,exact
Rhynchospiza stolzmanni,Rhynchospiza stolzmanni,avibase-735C98C3,tumspa1,exact
Rhynchospiza strigiceps,Rhynchospiza strigiceps,avibase-4B40EAFD,stcspa3,exact
Rhynchotus rufescens,Rhynchotus rufescens,avibase-C141F60A,rewtin1,exact
Rhynochetos jubatus,Rhynochetos jubatus,avibase-227D77FB,kagu1,exact
Rhyticeros cassidix,Rhyticeros cassidix,avibase-A535F76B,knohor1,exact
Rhyticeros plicatus,Rhyticeros plicatus,avibase-524408DF,blyhor1,exact
Rhyticeros undulatus,Rhyticeros undulatus,avibase-3C98DDBC,wrehor1,exact
Rhytipterna holerythra,Rhytipterna holerythra,avibase-229BCEE1,rufmou1,exact
Rhytipterna immunda,Rhytipterna immunda,avibase-540609E5,pabmou1,exact
Rhytipterna simplex,Rhytipterna simplex,avibase-DB5BFD24,gramou1,exact
Riparia chinensis,Riparia chinensis,avibase-D0222DB9,gytmar1,exact
Riparia diluta,Riparia diluta,avibase-A9A9E1D1,pasmar1,exact
Riparia paludicola,Riparia paludicola,avibase-D2854489,plamar1,exact
Riparia riparia,Riparia riparia,avibase-94A1C447,banswa,exact
Rissa tridactyla,Rissa tridactyla,avibase-FB4D08F0,bklkit,exact
Rollulus rouloul,Rollulus rouloul,avibase-90324456,crepar1,exact
Roraimia adusta,Roraimia adusta,avibase-82F19E61,rorbar1,exact
Rostratula benghalensis,Rostratula benghalensis,avibase-7516E687,grpsni1,exact
Rostrhamus sociabilis,Rostrhamus sociabilis,avibase-6E4430A8,snakit,exact
Rubigula erythropthalmos,Rubigula erythropthalmos,avibase-01D478BD,spebul1,exact
Rubigula flaviventris,Rubigula flaviventris,avibase-F517B7FD,blcbul2,exact
Rubigula gularis,Rubigula gularis,avibase-442951D4,bkcbul1,exact
Rupicola peruvianus,Rupicola peruvianus,avibase-33440684,andcot1,exact
Rupicola rupicola,Rupicola rupicola,avibase-F792ED35,gcoroc1,exact
Rupornis magnirostris,Rupornis magnirostris,avibase-C39CC0F2,roahaw,exact
Rynchops niger,Rynchops niger,avibase-88AB027C,blkski,exact
Sakesphorus canadensis,Sakesphorus canadensis,avibase-7608AA0E,bkcant2,exact
Sakesphorus cristatus,Sakesphoroides cristatus,avibase-72E82D9C,sicant1,clements_english
Sakesphorus luctuosus,Sakesphorus luctuosus,avibase-CFAC40E2,gloant1,exact
Salpinctes obsoletus,Salpinctes obsoletus,avibase-76DF73A9,rocwre,exact
Salpornis salvadori,Salpornis salvadori,avibase-A51A5F84,spocre2,exact
Saltator albicollis,Saltator albicollis,avibase-D09BB873,leasal1,exact
Saltator atriceps,Saltator atriceps,avibase-9B7AF035,blhsal1,exact
Saltator atripennis,Saltator atripennis,avibase-A51E5593,blwsal1,exact
Saltator aurantiirostris,Saltator aurantiirostris,avibase-1ED1A93B,gobsal1,exact
Saltator cinctus,Saltator cinctus,avibase-9FDD77B5,massal1,exact
Saltator coerulescens,Saltator coerulescens,avibase-6D75BBB8,grasal3,exact
Saltator fuliginosus,Saltator fuliginosus,avibase-14767432,bltgro2,exact
Saltator grandis,Saltator grandis,avibase-6CE7B032,grasal2,exact
Saltator grossus,Saltator grossus,avibase-1D797D4D,slcgro1,exact
Saltator maxillosus,Saltator maxillosus,avibase-D9CE1DC4,thbsal1,exact
Saltator maximus,Saltator maximus,avibase-8A80DE66,butsal1,exact
Saltator nigriceps,Saltator nigriceps,avibase-9F5FFC0A,blcsal1,exact
Saltator olivascens,Saltator olivascens,avibase-BBCAE2A7,grasal4,exact
Saltator orenocensis,Saltator orenocensis,avibase-4D6CD9F6,orisal1,exact
Saltator similis,Saltator similis,avibase-2CF9456D,grwsal1,exact
Saltator striatipectus,Saltator striatipectus,avibase-4875898E,strsal1,exact
Saltatricula atricollis,Saltatricula atricollis,avibase-A291AF06,bltsal1,exact
Saltatricula multicolor,Saltatricula multicolor,avibase-5F1BAE11,mccfin1,exact
Sapayoa aenigma,Sapayoa aenigma,avibase-D2A3B070,sapayo1,exact
Sappho sparganurus,Sappho sparganurus,avibase-66F7D229,retcom1,exact
Sarcops calvus,Sarcops calvus,avibase-25C10A1A,coleto1,exact
Sarothrura elegans,Sarothrura elegans,avibase-E75BA92C,busflu1,exact
Sarothrura insularis,Sarothrura insularis,avibase-258E8923,madflu1,exact
Sarothrura pulchra,Sarothrura pulchra,avibase-6EF64F69,whsflu1,exact
Sarothrura rufa,Sarothrura rufa,avibase-10B56544,recflu1,exact
Sasia abnormis,Sasia abnormis,avibase-3E246B6D,rufpic1,exact
Sasia ochracea,Sasia ochracea,avibase-E577AC45,whbpic3,exact
Saucerottia beryllina,Saucerottia beryllina,avibase-EDCAC4EA,berhum,exact
Saucerottia cyanocephala,Saucerottia cyanocephala,avibase-822E745E,azchum1,exact
Saucerottia tobaci,Saucerottia tobaci,avibase-8FBB6521,corhum1,exact
Saundersilarus saundersi,Saundersilarus saundersi,avibase-88BBD516,saugul2,exact
Saxicola caprata,Saxicola caprata,avibase-A64A1FA2,piebus1,exact
Saxicola ferreus,Saxicola ferreus,avibase-1580864C,grybus1,exact
Saxicola maurus,Saxicola maurus,avibase-3380CFC5,y00427,exact
Saxicola rubetra,Saxicola rubetra,avibase-A0EDAEA2,whinch1,exact
Saxicola rubicola,Saxicola rubicola,avibase-0EA8F8B9,stonec4,exact
Saxicola torquatus,Saxicola torquatus,avibase-CF2E9674,afrsto1,exact
Sayornis nigricans,Sayornis nigricans,avibase-B182DED2,blkpho,exact
Sayornis phoebe,Sayornis phoebe,avibase-62CA2AF8,easpho,exact
Sayornis saya,Sayornis saya,avibase-28669A3D,saypho,exact
Scelorchilus albicollis,Scelorchilus albicollis,avibase-4B0B1BC4,whttap1,exact
Scelorchilus rubecula,Scelorchilus rubecula,avibase-23178B5E,chutap1,exact
Scenopoeetes dentirostris,Scenopoeetes dentirostris,avibase-BE1B01A5,tobcat2,exact
Schetba rufa,Schetba rufa,avibase-6814C645,rufvan1,exact
Schiffornis aenea,Schiffornis aenea,avibase-9A159343,thlsch8,exact
Schiffornis major,Schiffornis major,avibase-FDC79991,varsch1,exact
Schiffornis olivacea,Schiffornis olivacea,avibase-5CA8A372,thlsch7,exact
Schiffornis stenorhyncha,Schiffornis stenorhyncha,avibase-32718B62,thlsch4,exact
Schiffornis turdina,Schiffornis turdina,avibase-D54C8603,thlsch3,exact
Schiffornis veraepacis,Schiffornis veraepacis,avibase-BB758322,thlsch2,exact
Schiffornis virescens,Schiffornis virescens,avibase-DC638A66,gresch2,exact
Schistes geoffroyi,Schistes geoffroyi,avibase-1638D555,webhum1,exact
Schistochlamys melanopis,Schistochlamys melanopis,avibase-C78F3803,blftan1,exact
Schistochlamys ruficapillus,Schistochlamys ruficapillus,avibase-6241BAEB,cintan1,exact
Schoenicola platyurus,Schoenicola platyurus,avibase-63CBD04F,brtgra2,exact
Schoenicola striatus,Schoenicola striatus,avibase-F0EECB8B,brigra2,exact
Schoeniophylax phryganophilus,Schoeniophylax phryganophilus,avibase-A5F1822E,chospi2,exact
Schoeniparus brunneus,Schoeniparus brunneus,avibase-22849F1D,dusful1,exact
Schoeniparus castaneceps,Schoeniparus castaneceps,avibase-31A8AC8C,ruwful1,exact
Schoeniparus cinereus,Schoeniparus cinereus,avibase-5DC957D6,yetful1,exact
Schoeniparus dubius,Schoeniparus dubius,avibase-D581A297,rucful1,exact
Schoeniparus rufogularis,Schoeniparus rufogularis,avibase-D3441B7C,rutful1,exact
Sciaphylax castanea,Sciaphylax castanea,avibase-30B38306,zimant1,exact
Sciaphylax hemimelaena,Sciaphylax hemimelaena,avibase-34774DAD,chtant2,exact
Sclateria naevia,Sclateria naevia,avibase-54F437ED,silant1,exact
Scleroptila afra,Scleroptila afra,avibase-21616639,gywfra1,exact
Scleroptila gutturalis,Scleroptila gutturalis,avibase-8E833C63,orrfra2,exact
Scleroptila levaillantii,Scleroptila levaillantii,avibase-B49935ED,rewfra2,exact
Scleroptila shelleyi,Scleroptila shelleyi,avibase-A15F6836,shefra1,exact
Sclerurus albigularis,Sclerurus albigularis,avibase-217490B5,grtlea1,exact
Sclerurus caudacutus,Sclerurus caudacutus,avibase-68408033,bltlea1,exact
Sclerurus guatemalensis,Sclerurus guatemalensis,avibase-8A2B456C,sctlea1,exact
Sclerurus mexicanus,Sclerurus mexicanus,avibase-179D87DA,tatlea1,exact
Sclerurus obscurior,Sclerurus obscurior,avibase-561897FD,soalea1,exact
Sclerurus rufigularis,Sclerurus rufigularis,avibase-A085AD13,shblea1,exact
Sclerurus scansor,Sclerurus scansor,avibase-4EE931C8,rublea1,exact
Scolopax bukidnonensis,Scolopax bukidnonensis,avibase-EC0ADB10,bukwoo1,exact
Scolopax minor,Scolopax minor,avibase-F4829920,amewoo,exact
Scolopax rusticola,Scolopax rusticola,avibase-BFE14290,eurwoo,exact
Scopus umbretta,Scopus umbretta,avibase-FC10F6ED,hamerk1,exact
Scotocerca inquieta,Scotocerca inquieta,avibase-FCF07F05,stswar1,exact
Scytalopus acutirostris,Scytalopus acutirostris,avibase-D682226D,tsctap1,exact
Scytalopus affinis,Scytalopus affinis,avibase-FF55AC93,anctap1,exact
Scytalopus altirostris,Scytalopus altirostris,avibase-B8AB1214,nebtap1,exact
Scytalopus alvarezlopezi,Scytalopus alvarezlopezi,avibase-01280CF8,alptap1,exact
Scytalopus androstictus,Scytalopus androstictus,avibase-898BB818,partap4,exact
Scytalopus argentifrons,Scytalopus argentifrons,avibase-BFDA7B0D,siftap1,exact
Scytalopus atratus,Scytalopus atratus,avibase-7CD6AF48,whctap1,exact
Scytalopus bolivianus,Scytalopus bolivianus,avibase-0475179F,boltap1,exact
Scytalopus canus,Scytalopus canus,avibase-71CF5120,partap1,exact
Scytalopus caracae,Scytalopus caracae,avibase-1B7E55DC,cartap1,exact
Scytalopus chocoensis,Scytalopus chocoensis,avibase-7011CE6F,chotap1,exact
Scytalopus diamantinensis,Scytalopus diamantinensis,avibase-D72E1392,diatap2,exact
Scytalopus femoralis,Scytalopus femoralis,avibase-FAEB87F2,ruvtap1,exact
Scytalopus frankeae,Scytalopus frankeae,avibase-25B56CA4,miltap1,exact
Scytalopus fuscus,Scytalopus fuscus,avibase-03E291EF,dustap1,exact
Scytalopus griseicollis,Scytalopus griseicollis,avibase-34FF09E8,mattap1,exact
Scytalopus intermedius,Scytalopus intermedius,avibase-87F84A30,blatap2,exact
Scytalopus iraiensis,Scytalopus iraiensis,avibase-CC049017,martap1,exact
Scytalopus latebricola,Scytalopus latebricola,avibase-04128FC4,brrtap1,exact
Scytalopus latrans,Scytalopus latrans,avibase-058E0536,blatap1,exact
Scytalopus macropus,Scytalopus macropus,avibase-23300330,laftap1,exact
Scytalopus magellanicus,Scytalopus magellanicus,avibase-3B642DBA,magtap1,exact
Scytalopus meridanus,Scytalopus meridanus,avibase-CAA64CEB,mertap1,exact
Scytalopus micropterus,Scytalopus micropterus,avibase-5C045427,lottap1,exact
Scytalopus novacapitalis,Scytalopus novacapitalis,avibase-31C66B1A,bratap1,exact
Scytalopus opacus,Scytalopus opacus,avibase-ACAF6D0D,partap2,exact
Scytalopus pachecoi,Scytalopus pachecoi,avibase-977B33F3,platap1,exact
Scytalopus parkeri,Scytalopus parkeri,avibase-0F024845,chutap2,exact
Scytalopus parvirostris,Scytalopus parvirostris,avibase-461C14CE,tritap1,exact
Scytalopus perijanus,Scytalopus perijanus,avibase-C98B9363,pertap1,exact
Scytalopus petrophilus,Scytalopus petrophilus,avibase-71C03400,roctap1,exact
Scytalopus robbinsi,Scytalopus robbinsi,avibase-ADF01DB1,ecutap1,exact
Scytalopus rodriguezi,Scytalopus rodriguezi,avibase-44F1FA5E,upmtap1,exact
Scytalopus sanctaemartae,Scytalopus sanctaemartae,avibase-86FEE4EB,samtap1,exact
Scytalopus schulenbergi,Scytalopus schulenbergi,avibase-F5C3CDC0,diatap1,exact
Scytalopus simonsi,Scytalopus simonsi,avibase-7401CD82,puntap1,exact
Scytalopus speluncae,Scytalopus speluncae,avibase-4A5821A9,moctap1,exact
Scytalopus spillmanni,Scytalopus spillmanni,avibase-20768B0C,spitap2,exact
Scytalopus stilesi,Scytalopus stilesi,avibase-477071F7,stitap1,exact
Scytalopus superciliaris,Scytalopus superciliaris,avibase-5D26DC42,whbtap2,exact
Scytalopus unicolor,Scytalopus unicolor,avibase-F38472F6,unitap1,exact
Scytalopus urubambae,Scytalopus urubambae,avibase-4C306ABA,viltap1,exact
Scytalopus vicinior,Scytalopus vicinior,avibase-8F3F25DF,nartap2,exact
Scytalopus zimmeri,Scytalopus zimmeri,avibase-24F39183,zimtap1,exact
Scythrops novaehollandiae,Scythrops novaehollandiae,avibase-D9638667,chbcuc2,exact
Seiurus aurocapilla,Seiurus aurocapilla,avibase-CEA5B6AA,ovenbi1,exact
Selasphorus calliope,Selasphorus calliope,avibase-5816834E,calhum,exact
Selasphorus ellioti,Selasphorus ellioti,avibase-A5C2B7FB,withum1,exact
Selasphorus heloisa,Selasphorus heloisa,avibase-FDB8FCFF,bumhum,exact
Selasphorus platycercus,Selasphorus platycercus,avibase-AFBD5A5F,brthum,exact
Selasphorus rufus,Selasphorus rufus,avibase-1E1B6D19,rufhum,exact
Selasphorus sasin,Selasphorus sasin,avibase-C25794D5,allhum,exact
Selenidera gouldii,Selenidera gouldii,avibase-39C1655E,goutou1,exact
Selenidera maculirostris,Selenidera maculirostris,avibase-F0C12CF9,spbtou1,exact
Selenidera piperivora,Selenidera piperivora,avibase-92FB567F,guitou1,exact
Selenidera reinwardtii,Selenidera reinwardtii,avibase-6AAA6132,goctou1,exact
Selenidera spectabilis,Selenidera spectabilis,avibase-ABE76F69,yeetou1,exact
Seleucidis melanoleucus,Seleucidis melanoleucus,avibase-0EB8052B,twwbop1,exact
Semioptera wallacii,Semioptera wallacii,avibase-5B56D6BE,walsta2,exact
Semnornis frantzii,Semnornis frantzii,avibase-B27828B0,prbbar1,exact
Semnornis ramphastinus,Semnornis ramphastinus,avibase-0283EBE3,toubar1,exact
Sephanoides sephaniodes,Sephanoides sephaniodes,avibase-F9E46CF4,grbfir1,exact
Sericornis citreogularis,Neosericornis citreogularis,avibase-D51A7B9A,yetscr1,clements_english
