birdnet_scientific_name,avilist_scientific_name,avibase_id,cornell_code,match_method
Sericornis frontalis,Sericornis frontalis,avibase-28FE48D9,whbscr1,exact
Sericornis humilis,Sericornis humilis,avibase-C9FE7134,tasscr1,exact
Sericornis magnirostra,Sericornis magnirostra,avibase-6ECFB133,labscr2,exact
Sericornis papuensis,Aethomyias papuensis,avibase-25F21608,papscr1,clements_english
Sericossypha albocristata,Sericossypha albocristata,avibase-961A51A7,whctan1,exact
Serilophus lunatus,Serilophus lunatus,avibase-9CF3D96B,sibbro3,exact
Serinus alario,Serinus alario,avibase-CA9E354B,bkhcan2,exact
Serinus canaria,Serinus canaria,avibase-191B68BC,comcan,exact
Serinus canicollis,Serinus canicollis,avibase-E6C3FA67,capcan1,exact
Serinus flavivertex,Serinus flavivertex,avibase-DCFFEEC1,yeccan1,exact
Serinus pusillus,Serinus pusillus,avibase-FB1C44D5,fifser1,exact
Serinus serinus,Serinus serinus,avibase-C3227709,eurser1,exact
Serpophaga cinerea,Serpophaga cinerea,avibase-F42A1296,tortyr1,exact
Serpophaga griseicapilla,Serpophaga griseicapilla,avibase-F0D27274,gyctyr2,exact
Serpophaga hypoleuca,Serpophaga hypoleuca,avibase-9132B347,rivtyr1,exact
Serpophaga nigricans,Serpophaga nigricans,avibase-73946059,sootyr1,exact
Serpophaga subcristata,Serpophaga subcristata,avibase-CD09F29F,y01036,exact
Setopagis parvula,Setopagis parvula,avibase-A1EEC8FF,litnig1,exact
Setophaga adelaidae,Setophaga adelaidae,avibase-43F4D735,adewar1,exact
Setophaga americana,Setophaga americana,avibase-41062654,norpar,exact
Setophaga caerulescens,Setophaga caerulescens,avibase-67B455A7,btbwar,exact
Setophaga castanea,Setophaga castanea,avibase-10C601D3,babwar,exact
Setophaga cerulea,Setophaga cerulea,avibase-D00EC2C9,cerwar,exact
Setophaga chrysoparia,Setophaga chrysoparia,avibase-8A35BFD6,gchwar,exact
Setophaga citrina,Setophaga citrina,avibase-15EB3000,hoowar,exact
Setophaga coronata,Setophaga coronata,avibase-BC5A9498,yerwar,exact
Setophaga discolor,Setophaga discolor,avibase-E36325FA,prawar,exact
Setophaga dominica,Setophaga dominica,avibase-136451CF,yetwar,exact
Setophaga fusca,Setophaga fusca,avibase-4168AF09,bkbwar,exact
Setophaga graciae,Setophaga graciae,avibase-946DCF53,grawar,exact
Setophaga kirtlandii,Setophaga kirtlandii,avibase-B9A2B7CC,kirwar,exact
Setophaga magnolia,Setophaga magnolia,avibase-1E82CE1E,magwar,exact
Setophaga nigrescens,Setophaga nigrescens,avibase-6B7A93C5,btywar,exact
Setophaga occidentalis,Setophaga occidentalis,avibase-0EB07C12,herwar,exact
Setophaga palmarum,Setophaga palmarum,avibase-4AAEF549,palwar,exact
Setophaga pensylvanica,Setophaga pensylvanica,avibase-7AB1229B,chswar,exact
Setophaga petechia,Setophaga petechia,avibase-6C439FF4,manwar1,exact
Setophaga pinus,Setophaga pinus,avibase-6283E61E,pinwar,exact
Setophaga pitiayumi,Setophaga pitiayumi,avibase-4926BC8C,tropar,exact
Setophaga pityophila,Setophaga pityophila,avibase-45C2A0F6,olcwar1,exact
Setophaga ruticilla,Setophaga ruticilla,avibase-BED38F50,amered,exact
Setophaga striata,Setophaga striata,avibase-544A5E6B,bkpwar,exact
Setophaga tigrina,Setophaga tigrina,avibase-DB20CB6B,camwar,exact
Setophaga townsendi,Setophaga townsendi,avibase-F6C6C3F7,towwar,exact
Setophaga virens,Setophaga virens,avibase-9FFEDE99,btnwar,exact
Sheppardia gunningi,Sheppardia gunningi,avibase-3E4783BA,eacaka1,exact
Sheppardia sharpei,Sheppardia sharpei,avibase-9B35BE95,shaaka1,exact
Sholicola albiventris,Sholicola albiventris,avibase-76F3C885,whbsho3,exact
Sholicola major,Sholicola major,avibase-26F04AA3,whbsho1,exact
Sialia currucoides,Sialia currucoides,avibase-97B870B4,moublu,exact
Sialia mexicana,Sialia mexicana,avibase-AC2B812A,wesblu,exact
Sialia sialis,Sialia sialis,avibase-A8347C7D,easblu,exact
Sicalis auriventris,Sicalis auriventris,avibase-3CBC7FE3,gryfin2,exact
Sicalis citrina,Sicalis citrina,avibase-961B34B3,styfin1,exact
Sicalis flaveola,Sicalis flaveola,avibase-A5AA0BEC,saffin,exact
Sicalis lebruni,Sicalis lebruni,avibase-CB25EECF,payfin1,exact
Sicalis luteocephala,Sicalis luteocephala,avibase-89CEC2C1,chyfin1,exact
Sicalis luteola,Sicalis luteola,avibase-85C6D2E5,gryfin1,exact
Sicalis olivascens,Sicalis olivascens,avibase-26760B15,gryfin3,exact
Sicalis uropygialis,Sicalis uropygialis,avibase-D2F4DBA5,bryfin1,exact
Sinosuthora webbiana,Suthora webbiana,avibase-32709919,vitpar1,clements_english
Siphonorhis brewsteri,Siphonorhis brewsteri,avibase-5E7F4216,leapau1,exact
Sipia berlepschi,Sipia berlepschi,avibase-C68B58B6,sttant3,exact
Sipia laemosticta,Sipia laemosticta,avibase-0145FE4C,dumant1,exact
Sipia nigricauda,Sipia nigricauda,avibase-48C31429,esmant1,exact
Sipia palliata,Sipia palliata,avibase-E492E478,dumant3,exact
Sirystes albocinereus,Sirystes albocinereus,avibase-524DE233,whrsir1,exact
Sirystes albogriseus,Sirystes albogriseus,avibase-33EB2398,siryst3,exact
Sirystes sibilator,Sirystes sibilator,avibase-BC92F381,sibsir1,exact
Sitta canadensis,Sitta canadensis,avibase-0716A71C,rebnut,exact
Sitta carolinensis,Sitta carolinensis,avibase-19CCBBD2,whbnut,exact
Sitta cinnamoventris,Sitta cinnamoventris,avibase-DB238042,chbnut3,exact
Sitta europaea,Sitta europaea,avibase-9C2B53A0,eurnut2,exact
Sitta frontalis,Sitta frontalis,avibase-7A91853C,vefnut1,exact
Sitta himalayensis,Sitta himalayensis,avibase-26FFF238,whtnut1,exact
Sitta krueperi,Sitta krueperi,avibase-E29D7FB9,krunut1,exact
Sitta magna,Sitta magna,avibase-C71B1D8A,gianut1,exact
Sitta nagaensis,Sitta nagaensis,avibase-12968248,chvnut1,exact
Sitta neumayer,Sitta neumayer,avibase-C37C527F,rocnut1,exact
Sitta pusilla,Sitta pusilla,avibase-AD7F307B,bnhnut,exact
Sitta pygmaea,Sitta pygmaea,avibase-BD0914CB,pygnut,exact
Sitta tephronota,Sitta tephronota,avibase-102758DF,pernut1,exact
Sitta villosa,Sitta villosa,avibase-CEB2041A,snbnut1,exact
Sitta whiteheadi,Sitta whiteheadi,avibase-7FD1FB23,cornut1,exact
Sitta yunnanensis,Sitta yunnanensis,avibase-103FF2D9,yunnut1,exact
Sittasomus griseicapillus,Sittasomus griseicapillus,avibase-5DE4409C,oliwoo1,exact
Sittiparus castaneoventris,Sittiparus castaneoventris,avibase-73CC2EE9,vartit3,exact
Sittiparus owstoni,Sittiparus owstoni,avibase-3A79F96B,vartit4,exact
Sittiparus varius,Sittiparus varius,avibase-B061340F,vartit1,exact
Smicrornis brevirostris,Smicrornis brevirostris,avibase-4568006A,weebil1,exact
Smithornis capensis,Smithornis capensis,avibase-9EE216F9,afrbro1,exact
Smithornis rufolateralis,Smithornis rufolateralis,avibase-1F662597,rusbro1,exact
Snowornis subalaris,Snowornis subalaris,avibase-413E0E1A,gytpih1,exact
Somateria mollissima,Somateria mollissima,avibase-B77377EE,comeid,exact
Somateria spectabilis,Somateria spectabilis,avibase-F3D74914,kineid,exact
Spartonoica maluroides,Spartonoica maluroides,avibase-38B193CE,bcwspi1,exact
Spatula clypeata,Spatula clypeata,avibase-ED4CE8E7,norsho,exact
Spatula cyanoptera,Spatula cyanoptera,avibase-0E599E6C,cintea,exact
Spatula discors,Spatula discors,avibase-90E2543E,buwtea,exact
Spatula platalea,Spatula platalea,avibase-CEFACC86,redsho1,exact
Spatula puna,Spatula puna,avibase-86B0BAFA,puntea1,exact
Spatula querquedula,Spatula querquedula,avibase-F577BA0F,gargan,exact
Spelaeornis caudatus,Spelaeornis caudatus,avibase-18E871A3,rtwbab1,exact
Spelaeornis oatesi,Spelaeornis oatesi,avibase-0C4E399F,chhwrb1,exact
Spelaeornis troglodytoides,Spelaeornis troglodytoides,avibase-D7BB497E,bwwbab1,exact
Spermestes cucullata,Spermestes cucullata,avibase-142E4CB7,broman1,exact
Spermophaga haematina,Spermophaga haematina,avibase-3817DA4A,wesblu1,exact
Sphecotheres vieilloti,Sphecotheres vieilloti,avibase-DAC824A4,ausfig1,exact
Spheniscus demersus,Spheniscus demersus,avibase-9B183BDD,jacpen1,exact
Spheniscus magellanicus,Spheniscus magellanicus,avibase-3B4B29E0,magpen1,exact
Sphenoeacus afer,Sphenoeacus afer,avibase-8EE724E4,capgra1,exact
Sphenopsis frontalis,Sphenopsis frontalis,avibase-0539220A,olehem1,exact
Sphenopsis melanotis,Sphenopsis melanotis,avibase-2F027A59,bkehem2,exact
Sphyrapicus nuchalis,Sphyrapicus nuchalis,avibase-20F4B01D,rensap,exact
Sphyrapicus ruber,Sphyrapicus ruber,avibase-52F63879,rebsap,exact
Sphyrapicus thyroideus,Sphyrapicus thyroideus,avibase-28A4DA76,wilsap,exact
Sphyrapicus varius,Sphyrapicus varius,avibase-9BE68BD3,yebsap,exact
Spiloptila clamans,Spiloptila clamans,avibase-2A88D0BC,crilon1,exact
Spilornis cheela,Spilornis cheela,avibase-3EEEE78A,crseag1,exact
Spilornis holospilus,Spilornis holospilus,avibase-B7C2D213,phseag1,exact
Spindalis zena,Spindalis zena,avibase-AA587D5F,wesspi,exact
Spinus atratus,Spinus atratus,avibase-2124235E,blasis1,exact
Spinus barbatus,Spinus barbatus,avibase-AE31F0F3,blcsis2,exact
Spinus crassirostris,Spinus crassirostris,avibase-9B6C51A1,thbsis1,exact
Spinus cucullatus,Spinus cucullatus,avibase-8B583CC8,redsis1,exact
Spinus lawrencei,Spinus lawrencei,avibase-C27D9E26,lawgol,exact
Spinus magellanicus,Spinus magellanicus,avibase-77CB59D7,hoosis1,exact
Spinus notatus,Spinus notatus,avibase-47188991,blhsis1,exact
Spinus olivaceus,Spinus olivaceus,avibase-01BC8E6F,olisis1,exact
Spinus pinus,Spinus pinus,avibase-B48335B1,pinsis,exact
Spinus psaltria,Spinus psaltria,avibase-CD5C21CA,lesgol,exact
Spinus spinescens,Spinus spinescens,avibase-56FF55E5,andsis1,exact
Spinus spinus,Spinus spinus,avibase-9820CECA,eursis,exact
Spinus tristis,Spinus tristis,avibase-C9ABA616,amegfi,exact
Spinus xanthogastrus,Spinus xanthogastrus,avibase-8E56A1C6,yebsis1,exact
Spiza americana,Spiza americana,avibase-592E58CE,dickci,exact
Spizaetus isidori,Spizaetus isidori,avibase-D31EE719,baceag2,exact
Spizaetus melanoleucus,Spizaetus melanoleucus,avibase-9131A970,bawhae1,exact
Spizaetus ornatus,Spizaetus ornatus,avibase-EA4FB522,orheag1,exact
Spizaetus tyrannus,Spizaetus tyrannus,avibase-7680293A,blheag1,exact
Spizella atrogularis,Spizella atrogularis,avibase-ECC32BD0,bkcspa,exact
Spizella breweri,Spizella breweri,avibase-29967541,brespa,exact
Spizella pallida,Spizella pallida,avibase-486265CF,clcspa,exact
Spizella passerina,Spizella passerina,avibase-37E9CCDA,chispa,exact
Spizella pusilla,Spizella pusilla,avibase-E23F6DE0,fiespa,exact
Spizella wortheni,Spizella wortheni,avibase-3B25CBE3,worspa,exact
Spizelloides arborea,Spizelloides arborea,avibase-2A86F9C9,amtspa,exact
Spiziapteryx circumcincta,Spiziapteryx circumcincta,avibase-0CB76DBD,spwfal2,exact
Spizixos canifrons,Spizixos canifrons,avibase-10F913B3,crefin1,exact
Spizixos semitorques,Spizixos semitorques,avibase-40F3B30B,colfin1,exact
Spodiopsar cineraceus,Spodiopsar cineraceus,avibase-632ACC15,whcsta1,exact
Spodiopsar sericeus,Spodiopsar sericeus,avibase-8E1A6EB9,rebsta1,exact
Spodiornis rusticus,Haplospiza rustica,avibase-48CC8086,slafin1,clements_english
Sporathraupis cyanocephala,Sporathraupis cyanocephala,avibase-E97657AA,blctan2,exact
Sporophila albogularis,Sporophila albogularis,avibase-19BA6768,whtsee1,exact
Sporophila angolensis,Sporophila angolensis,avibase-8F23E84F,cbsfin,exact
Sporophila atrirostris,Sporophila atrirostris,avibase-D57B98B9,bbsfin1,exact
Sporophila bouvreuil,Sporophila bouvreuil,avibase-8A6216CA,capsee1,exact
Sporophila bouvronides,Sporophila bouvronides,avibase-CF81E248,lessee2,exact
Sporophila caerulescens,Sporophila caerulescens,avibase-0BCC3F94,docsee1,exact
Sporophila castaneiventris,Sporophila castaneiventris,avibase-96F2444F,chbsee1,exact
Sporophila cinnamomea,Sporophila cinnamomea,avibase-11F5B941,chesee1,exact
Sporophila collaris,Sporophila collaris,avibase-CA248006,rucsee1,exact
Sporophila corvina,Sporophila corvina,avibase-53BF86BF,varsee3,exact
Sporophila crassirostris,Sporophila crassirostris,avibase-2824A1D9,lbsfin1,exact
Sporophila falcirostris,Sporophila falcirostris,avibase-334CD1D7,temsee1,exact
Sporophila fringilloides,Sporophila fringilloides,avibase-233E719A,whnsee1,exact
Sporophila frontalis,Sporophila frontalis,avibase-3B38D8C5,bufsee1,exact
Sporophila funerea,Sporophila funerea,avibase-64EDEAE0,tbsfin1,exact
Sporophila hypochroma,Sporophila hypochroma,avibase-026B8797,rursee1,exact
Sporophila hypoxantha,Sporophila hypoxantha,avibase-57E2CEDC,tabsee1,exact
Sporophila intermedia,Sporophila intermedia,avibase-1F11E4F1,grysee1,exact
Sporophila leucoptera,Sporophila leucoptera,avibase-D5AA8D6D,whbsee1,exact
Sporophila lineola,Sporophila lineola,avibase-7B104DA6,linsee1,exact
Sporophila luctuosa,Sporophila luctuosa,avibase-F17ED91C,bawsee1,exact
Sporophila minuta,Sporophila minuta,avibase-96944A78,rubsee1,exact
Sporophila morelleti,Sporophila morelleti,avibase-7ADA5AD0,whcsee1,exact
Sporophila nigricollis,Sporophila nigricollis,avibase-52DEFF09,yebsee1,exact
Sporophila nuttingi,Sporophila nuttingi,avibase-3AAEDDCF,nisfin1,exact
Sporophila palustris,Sporophila palustris,avibase-141E0EB0,marsee1,exact
Sporophila peruviana,Sporophila peruviana,avibase-6725A42C,pabsee1,exact
Sporophila pileata,Sporophila pileata,avibase-4240E96E,pebsee1,exact
Sporophila plumbea,Sporophila plumbea,avibase-1AA93871,plusee1,exact
Sporophila ruficollis,Sporophila ruficollis,avibase-E5123580,datsee1,exact
Sporophila schistacea,Sporophila schistacea,avibase-6DA5E4F4,slcsee1,exact
Sporophila simplex,Sporophila simplex,avibase-233F1B30,drasee1,exact
Sporophila telasco,Sporophila telasco,avibase-F00E876B,chtsee1,exact
Sporophila torqueola,Sporophila torqueola,avibase-B720B375,whcsee2,exact
Sporopipes frontalis,Sporopipes frontalis,avibase-C90890A3,spfwea1,exact
Sporopipes squamifrons,Sporopipes squamifrons,avibase-49802951,scawea1,exact
Stachyris maculata,Stachyris maculata,avibase-4F128303,chrbab1,exact
Stachyris nigriceps,Stachyris nigriceps,avibase-D58D57B3,gytbab1,exact
Stachyris nigricollis,Stachyris nigricollis,avibase-5B383BC6,bltbab1,exact
Stachyris poliocephala,Stachyris poliocephala,avibase-65635086,gyhbab1,exact
Stachyris strialata,Stachyris strialata,avibase-464EC010,spnbab1,exact
Stachyris thoracica,Stachyris thoracica,avibase-1E93233E,whbbab1,exact
Stactolaema leucotis,Stactolaema leucotis,avibase-6C81D39B,whebar1,exact
Stactolaema olivacea,Cryptolybia olivacea,avibase-4568986F,grebar2,clements_english
Stagonopleura bella,Stagonopleura bella,avibase-82ABFD7F,beafir1,exact
Staphida torqueola,Staphida torqueola,avibase-18E06178,indyuh1,exact
Steatornis caripensis,Steatornis caripensis,avibase-A820F165,oilbir1,exact
Stelgidillas gracilirostris,Stelgidillas gracilirostris,avibase-5D82C13B,slbgre1,exact
Stelgidopteryx ruficollis,Stelgidopteryx ruficollis,avibase-EE5B7812,srwswa1,exact
Stelgidopteryx serripennis,Stelgidopteryx serripennis,avibase-2C1981BB,nrwswa,exact
Stenostira scita,Stenostira scita,avibase-D6F5D224,faifly1,exact
Stephanoaetus coronatus,Stephanoaetus coronatus,avibase-1E3B3515,crheag1,exact
Stephanophorus diadematus,Stephanophorus diadematus,avibase-F57B8D02,diatan1,exact
Stephanoxis lalandi,Stephanoxis lalandi,avibase-C9F9F99A,plover3,exact
Stephanoxis loddigesii,Stephanoxis loddigesii,avibase-C85BE5CC,plover4,exact
Stercorarius antarcticus,Stercorarius antarcticus,avibase-4D5D2BC3,brnsku3,exact
Stercorarius longicaudus,Stercorarius longicaudus,avibase-1D446440,lotjae,exact
Stercorarius maccormicki,Stercorarius maccormicki,avibase-7D1A9D5C,sopsku1,exact
Stercorarius parasiticus,Stercorarius parasiticus,avibase-39086887,parjae,exact
Stercorarius pomarinus,Stercorarius pomarinus,avibase-7CB8F5B7,pomjae,exact
Stercorarius skua,Stercorarius skua,avibase-BB041C6E,gresku1,exact
Sterna aurantia,Sterna aurantia,avibase-A874F334,rivter1,exact
Sterna dougallii,Sterna dougallii,avibase-74236837,roster,exact
Sterna forsteri,Sterna forsteri,avibase-D13B9122,forter,exact
Sterna hirundinacea,Sterna hirundinacea,avibase-ECAE1DA1,soater1,exact
Sterna hirundo,Sterna hirundo,avibase-4D2FF6F1,comter,exact
Sterna paradisaea,Sterna paradisaea,avibase-BDC5CF80,arcter,exact
Sterna repressa,Sterna repressa,avibase-CF5C013D,whcter1,exact
Sterna striata,Sterna striata,avibase-E1F9123B,whfter1,exact
Sterna sumatrana,Sterna sumatrana,avibase-9D6704AC,blnter1,exact
Sterna trudeaui,Sterna trudeaui,avibase-98FBF9CA,truter,exact
Sterna vittata,Sterna vittata,avibase-E9C409B5,antter1,exact
Sternula albifrons,Sternula albifrons,avibase-17310BF0,litter1,exact
Sternula antillarum,Sternula antillarum,avibase-BE78E765,leater1,exact
Sternula saundersi,Sternula saundersi,avibase-4B21F4D8,sauter2,exact
Sternula superciliaris,Sternula superciliaris,avibase-8B4BBC2A,yebter2,exact
Stigmatura budytoides,Stigmatura budytoides,avibase-DF576ACA,grwtyr1,exact
Stigmatura napensis,Stigmatura napensis,avibase-7D568545,lewtyr1,exact
Stilpnia cayana,Stilpnia cayana,avibase-D9A843C8,bubtan2,exact
Stilpnia cyanicollis,Stilpnia cyanicollis,avibase-98A16735,blntan1,exact
Stilpnia cyanoptera,Stilpnia cyanoptera,avibase-F9C4B045,bkhtan1,exact
Stilpnia heinei,Stilpnia heinei,avibase-41A0DB76,blctan1,exact
Stilpnia larvata,Stilpnia larvata,avibase-C8C30E94,gohtan1,exact
Stilpnia nigrocincta,Stilpnia nigrocincta,avibase-76F91EB1,mastan1,exact
Stilpnia peruviana,Stilpnia peruviana,avibase-806ABB29,blbtan1,exact
Stilpnia preciosa,Stilpnia preciosa,avibase-4DD0A2FD,chbtan1,exact
Stilpnia vitriolina,Stilpnia vitriolina,avibase-A7B6279C,scrtan1,exact
Stiphrornis erythrothorax,Stiphrornis erythrothorax,avibase-0DD78D2A,obfrob1,exact
Stipiturus malachurus,Stipiturus malachurus,avibase-5C9D20AA,souemu1,exact
Stizoptera bichenovii,Stizoptera bichenovii,avibase-4DF9C4F6,dobfin1,exact
Stomiopera unicolor,Stomiopera unicolor,avibase-EC322B71,whghon1,exact
Strepera fuliginosa,Strepera fuliginosa,avibase-7FF38E73,blacur2,exact
Strepera graculina,Strepera graculina,avibase-B39778F8,piecur1,exact
Strepera versicolor,Strepera versicolor,avibase-B7717F2A,grycur1,exact
Streptopelia capicola,Streptopelia capicola,avibase-AB937AEB,rindov,exact
Streptopelia chinensis,Spilopelia chinensis,avibase-C8EF4F36,spodov,clements_english
Streptopelia decaocto,Streptopelia decaocto,avibase-0C1EFC9B,eucdov,exact
Streptopelia decipiens,Streptopelia decipiens,avibase-70BD722B,afmdov1,exact
Streptopelia lugens,Streptopelia lugens,avibase-8770C6A7,dutdov1,exact
Streptopelia orientalis,Streptopelia orientalis,avibase-6658BAC5,ortdov,exact
Streptopelia roseogrisea,Streptopelia roseogrisea,avibase-273A4A2F,afcdov1,exact
Streptopelia semitorquata,Streptopelia semitorquata,avibase-9888B3AE,reedov1,exact
Streptopelia senegalensis,Spilopelia senegalensis,avibase-B2D6AB06,laudov1,clements_english
Streptopelia tranquebarica,Streptopelia tranquebarica,avibase-BC140778,recdov1,exact
Streptopelia turtur,Streptopelia turtur,avibase-5788552B,eutdov,exact
Streptopelia vinacea,Streptopelia vinacea,avibase-DDEF7228,vindov1,exact
Streptoprocne biscutata,Streptoprocne biscutata,avibase-5267D127,bisswi1,exact
Streptoprocne rutila,Streptoprocne rutila,avibase-50222B1F,chcswi1,exact
Streptoprocne zonaris,Streptoprocne zonaris,avibase-88D7E68D,whcswi,exact
Strix aluco,Strix aluco,avibase-612B4380,tawowl1,exact
Strix chacoensis,Strix chacoensis,avibase-4D481B0E,chaowl1,exact
Strix fulvescens,Strix fulvescens,avibase-E3E227D2,fulowl1,exact
Strix hadorami,Strix hadorami,avibase-F6F87349,humowl1,exact
Strix hylophila,Strix hylophila,avibase-06406B92,rubowl2,exact
Strix leptogrammica,Strix leptogrammica,avibase-8253A007,brwowl1,exact
Strix nebulosa,Strix nebulosa,avibase-FA36ABE5,grgowl,exact
Strix nivicolum,Strix nivicolum,avibase-6EC64712,himowl1,exact
Strix occidentalis,Strix occidentalis,avibase-9B26D30B,spoowl,exact
Strix ocellata,Strix ocellata,avibase-52A8CE5C,mowowl1,exact
Strix rufipes,Strix rufipes,avibase-AA0FBFE2,rulowl1,exact
Strix seloputo,Strix seloputo,avibase-F4F6EC81,spwowl1,exact
Strix uralensis,Strix uralensis,avibase-93486A56,uraowl1,exact
Strix varia,Strix varia,avibase-BDBB04D5,brdowl,exact
Strix woodfordii,Strix woodfordii,avibase-2E6575A8,afwowl1,exact
Struthidea cinerea,Struthidea cinerea,avibase-5811EC08,apostl1,exact
Sturnella magna,Sturnella magna,avibase-8CD66855,easmea,exact
Sturnella neglecta,Sturnella neglecta,avibase-4A5B4883,wesmea,exact
Sturnia malabarica,Sturnia malabarica,avibase-B2D85309,y00824,exact
Sturnia pagodarum,Sturnia pagodarum,avibase-E44DFDFA,brasta1,exact
Sturnia sinensis,Sturnia sinensis,avibase-ED5CDA85,whssta2,exact
Sturnus unicolor,Sturnus unicolor,avibase-B0D81671,sposta1,exact
Sturnus vulgaris,Sturnus vulgaris,avibase-94A44032,eursta,exact
Sublegatus arenarum,Sublegatus arenarum,avibase-1C60CF96,nosfly1,exact
Sublegatus modestus,Sublegatus modestus,avibase-C7B64D32,sosfly1,exact
Sublegatus obscurior,Sublegatus obscurior,avibase-7EAD5553,amsfly1,exact
Sugomel nigrum,Sugomel nigrum,avibase-772E19B8,blahon1,exact
Suiriri suiriri,Suiriri suiriri,avibase-1BDDEA78,suifly1,exact
Sula dactylatra,Sula dactylatra,avibase-22D1B4A2,masboo,exact
Sula leucogaster,Sula leucogaster,avibase-05520B42,brnboo,exact
Sula nebouxii,Sula nebouxii,avibase-649F85B5,bfoboo,exact
Sula sula,Sula sula,avibase-0A4609D1,refboo,exact
Surnia ulula,Surnia ulula,avibase-C2018A5D,nohowl,exact
Surniculus dicruroides,Surniculus dicruroides,avibase-89141C11,asidrc2,exact
Surniculus lugubris,Surniculus lugubris,avibase-A6A5EE59,asidrc3,exact
Surniculus velutinus,Surniculus velutinus,avibase-7187E85C,phidrc1,exact
Suthora nipalensis,Suthora nipalensis,avibase-9FA30008,bltpar1,exact
