scientific_name,name
Saltator grossus,ノドジロクロイカル
Saltator maxillosus,ハシブトイカル
Saltator maximus,マミジロイカル
Saltator nigriceps,クロズキンイカル
Saltator orenocensis,ホオグロイカル
Saltator similis,オリーブイカル
Saltator striatipectus,ムナフイカル
Saltatricula atricollis,ノドグロイカル
Saltatricula multicolor,オナガシトド
Salvadorina waigiuensis,サザナミガモ
Sapayoa aenigma,ヒロハシマイコドリ
Sappho sparganurus,アカフタオハチドリ
Sarcogyps calvus,ミミハゲワシ
Sarcophanops samarensis,サマルモンツキヒロハシ
Sarcophanops steerii,モンツキヒロハシ
Sarcops calvus,メガネムクドリ
Sarcoramphus papa,トキイロコンドル
Sarkidiornis melanotos,コブガモ
Sarkidiornis sylvicola,アメリカコブガモ
Saroglossa spilopterus,ハマダラムクドリ
Sarothrura affinis,クリオシマクイナ
Sarothrura ayresi,アフリカシマクイナ
Sarothrura boehmi,アカエリシマクイナ
Sarothrura elegans,キボシクイナ
Sarothrura insularis,マダガスカルシマクイナ
Sarothrura lugens,クリガシラシマクイナ
Sarothrura pulchra,シラボシクイナ
Sarothrura rufa,ムネアカシマクイナ
Sarothrura watersi,マダガスカルムジクイナ
Sasia abnormis,マレーミツユビコゲラ
Sasia ochracea,インドミツユビコゲラ
Satrapa icterophrys,キマユタイランチョウ
Saucerottia beryllina,コウゲンエメラルドハチドリ
Saucerottia castaneiventris,クリハラエメラルドハチドリ
Saucerottia cyanifrons,ルリボウシエメラルドハチドリ
Saucerottia cyanocephala,ソライロボウシエメラルドハチドリ
Saucerottia cyanura,ルリオエメラルドハチドリ
Saucerottia edward,シロムネエメラルドハチドリ
Saucerottia saucerottei,ブロンズエメラルドハチドリ
Saucerottia tobaci,チャゴシエメラルドハチドリ
Saucerottia viridigaster,スミレオエメラルドハチドリ
Saudareos flavoviridis,スーラインコ
Saudareos iris,アカマユインコ
Saudareos johnstoniae,アポインコ
Saudareos ornata,ズグロゴシキインコ
Saundersilarus saundersi,ズグロカモメ
Saxicola caprata,クロノビタキ
Saxicola dacotiae,カナリーノビタキ
Saxicola ferreus,ヤマザキヒタキ
Saxicola gutturalis,チモールノビタキ
Saxicola insignis,オオノビタキ
Saxicola jerdoni,クロシロノビタキ
Saxicola leucurus,オジロノビタキ
Saxicola macrorhynchus,ハシナガノビタキ
Saxicola maurus,シベリアノビタキ
Saxicola rubetra,マミジロノビタキ
Saxicola rubicola,ヨーロッパノビタキ
Saxicola stejnegeri,ノビタキ
Saxicola tectes,レユニオンノビタキ
Saxicola torquatus,ニシノビタキ
Sayornis nigricans,クロツキヒメハエトリ
Sayornis phoebe,ツキヒメハエトリ
Sayornis saya,チャイロツキヒメハエトリ
Scelorchilus albicollis,アカバネオタテドリ
Scelorchilus rubecula,ムナフオタテドリ
Scenopoeetes dentirostris,ハバシニワシドリ
Scepomycter winifredae,クリガオムシクイ
Schetba rufa,アカオオハシモズ
Schiffornis aenea,サンロクツグミマイコドリ
Schiffornis major,アカチャツグミマイコドリ
Schiffornis olivacea,オリーブツグミマイコドリ
Schiffornis stenorhyncha,アカバネツグミマイコドリ
Schiffornis turdina,ツグミマイコドリ
Schiffornis veraepacis,キタツグミマイコドリ
Schiffornis virescens,ミドリツグミマイコドリ
Schistes albogularis,ノドジロキリハシハチドリ
Schistes geoffroyi,キリハシハチドリ
Schistochlamys melanopis,カオグロフウキンチョウ
Schistochlamys ruficapillus,ニッケイフウキンチョウ
Schistolais leontica,シエラレオネハウチワドリ
Schistolais leucopogon,ノドジロハウチワドリ
Schoenicola platyurus,フトオセッカ
Schoenicola striatus,ヒゲセッカ
Schoeniophylax phryganophilus,オオオナガカマドドリ
Schoeniparus brunneus,チメドリ
Schoeniparus castaneceps,クリボウシチメドリ
Schoeniparus cinereus,キノドチメドリ
Schoeniparus dubius,マミジロチメドリ
Schoeniparus klossi,クロガシラチメドリ
Schoeniparus rufogularis,クビワチメドリ
Schoeniparus variegaticeps,キビタイチメドリ
Schoutedenapus myoptilus,エンビアマツバメ
Sciaphylax castanea,ジマーアリドリ
Sciaphylax hemimelaena,クリオアリドリ
Scissirostrum dubium,シュウダンムクドリ
Sclateria naevia,ギンムネアリドリ
Scleroptila afra,ハイバネシャコ
Scleroptila finschi,チャバネシャコ
Scleroptila gutturalis,ニセアカハネシャコ
Scleroptila levaillantii,アカハネシャコ
Scleroptila psilolaema,コウゲンシャコ
Scleroptila shelleyi,フタスジシャコ
Scleroptila streptophora,クビワシャコ
Sclerurus albigularis,ノドジロヤブクグリ
Sclerurus caudacutus,オグロヤブクグリ
Sclerurus guatemalensis,ウロコヤブクグリ
Sclerurus mexicanus,ノドアカヤブクグリ
Sclerurus rufigularis,コバシヤブクグリ
Sclerurus scansor,ムネアカヤブクグリ
Scolopax bukidnonensis,ブキドノンヤマシギ
Scolopax celebensis,セレベスヤマシギ
Scolopax minor,アメリカヤマシギ
Scolopax mira,アマミヤマシギ
Scolopax rochussenii,オビヤマシギ
Scolopax rosenbergii,ニューギニアヤマシギ
Scolopax rusticola,ヤマシギ
Scolopax saturata,ミナミヤマシギ
Scopus umbretta,シュモクドリ
Scotocerca inquieta,スナチムシクイ
Scotopelia bouvieri,タテジマウオクイフクロウ
Scotopelia peli,ウオクイフクロウ
Scotopelia ussheri,アカウオクイフクロウ
Scytalopus acutirostris,ハシボソオタテドリ
Scytalopus affinis,アンカシュオタテドリ
Scytalopus altirostris,ハシタカオタテドリ
Scytalopus alvarezlopezi,タタマオタテドリ
Scytalopus androstictus,ロハオタテドリ
Scytalopus argentifrons,キンビタイオタテドリ
Scytalopus atratus,キタシロボウシオタテドリ
Scytalopus bolivianus,ミナミシロボウシオタテドリ
Scytalopus canus,パラミロオタテドリ
Scytalopus caracae,カラカスオタテドリ
Scytalopus chocoensis,チョコオタテドリ
Scytalopus diamantinensis,ディアマンティーナオタテドリ
Scytalopus femoralis,シリアカオタテドリ
Scytalopus frankeae,ジャルカオタテドリ
Scytalopus fuscus,コゲチャタンビオタテドリ
Scytalopus gettyae,フニンオタテドリ
Scytalopus gonzagai,ボアノヴァオタテドリ
Scytalopus griseicollis,コシアカオタテドリ
Scytalopus intermedius,ウテクバンバオタテドリ
Scytalopus iraiensis,ヌマオタテドリ
Scytalopus latebricola,ハイムネオタテドリ
Scytalopus latrans,クロミオタテドリ
Scytalopus macropus,オオアシオタテドリ
Scytalopus magellanicus,タンビオタテドリ
Scytalopus meridanus,メリダオタテドリ
Scytalopus micropterus,セキドウワキアカオタテドリ
Scytalopus novacapitalis,ブラジリアオタテドリ
Scytalopus opacus,パラモオタテドリ
Scytalopus pachecoi,プラナルトオタテドリ
Scytalopus panamensis,マミジロオタテドリ
Scytalopus parkeri,エクアドルミヤマオタテドリ
Scytalopus parvirostris,ウスズミオタテドリ
Scytalopus perijanus,ペリハオタテドリ
Scytalopus petrophilus,イワオタテドリ
Scytalopus robbinsi,エクアドルオタテドリ
Scytalopus rodriguezi,マグダレーナオタテドリ
Scytalopus sanctaemartae,サンタマルタオタテドリ
Scytalopus schulenbergi,オウカンオタテドリ
Scytalopus simonsi,アンデスオタテドリ
Scytalopus speluncae,ネズミオタテドリ
Scytalopus spillmanni,スピルマンオタテドリ
Scytalopus stilesi,スタイルズオタテドリ
Scytalopus superciliaris,ノドジロオタテドリ
Scytalopus unicolor,クロオタテドリ
Scytalopus urubambae,クスコオタテドリ
Scytalopus vicinior,マユナシオタテドリ
Scytalopus whitneyi,アンペイオタテドリ
Scytalopus zimmeri,ボリビアミヤマオタテドリ
Scythrops novaehollandiae,オオオニカッコウ
Seiurus aurocapilla,カマドムシクイ
Selasphorus ardens,パナマノドジロフトオハチドリ
Selasphorus calliope,ヒメハチドリ
Selasphorus ellioti,グアテマラコアカヒゲハチドリ
Selasphorus flammula,バラエリフトオハチドリ
Selasphorus heloisa,コアカヒゲハチドリ
Selasphorus platycercus,フトオハチドリ
Selasphorus rufus,アカフトオハチドリ
Selasphorus sasin,アレンハチドリ
Selasphorus scintilla,コスタリカノドジロフトオハチドリ
Selenidera gouldii,クロフイリコチュウハシ
Selenidera maculirostris,フイリコチュウハシ
Selenidera nattereri,サンショクコチュウハシ
Selenidera piperivora,ニショクコチュウハシ
Selenidera reinwardtii,アカハシコチュウハシ
Selenidera spectabilis,アオハシコチュウハシ
Seleucidis melanoleucus,ジュウニセンフウチョウ
Semioptera wallacii,シロハタフウチョウ
Semnornis frantzii,エダハシゴシキドリ
Semnornis ramphastinus,オオハシゴシキドリ
Sephanoides fernandensis,フェルナンデスベニイタダキハチドリ
Sephanoides sephaniodes,ベニイタダキハチドリ
Sericornis beccarii,ヒメヤブムシクイ
Sericornis frontalis,マミジロヤブムシクイ
Sericornis humilis,クリイロヤブムシクイ
Sericornis keri,メグロヤブムシクイ
Sericornis magnirostra,ハシナガヤブムシクイ
Sericornis nouhuysi,ミヤマヤブムシクイ
Sericossypha albocristata,シラガフウキンチョウ
Sericulus aureus,オウゴンフウチョウモドキ
Sericulus bakeri,ショウジョウフウチョウモドキ
Sericulus chrysocephalus,フウチョウモドキ
Serilophus lunatus,ギンムネヒロハシ
Serinus alario,クリチャヒワ
Serinus canaria,カナリア
Serinus canicollis,キガシラカナリア
Serinus flavivertex,キクイタダキカナリア
Serinus nigriceps,ズキンヒワ
Serinus pusillus,ベニヒタイセリン
Serinus serinus,セリン
Serinus syriacus,シリアセリン
Serpophaga cinerea,カトリタイランチョウ
Serpophaga griseicapilla,ハイガシラカトリタイランチョウ
Serpophaga hypoleuca,カワカトリタイランチョウ
Serpophaga nigricans,ススイロカトリタイランチョウ
Serpophaga subcristata,カンムリカトリタイランチョウ
Setopagis heterura,トッドヨタカ
Setopagis maculosa,ギアナヨタカ
Setopagis parvula,コヨタカ
Setophaga adelaidae,キバラアメリカムシクイ
Setophaga americana,アサギアメリカムシクイ
Setophaga angelae,プエルトリコアメリカムシクイ
Setophaga caerulescens,ノドグロルリアメリカムシクイ
Setophaga castanea,クリイロアメリカムシクイ
Setophaga cerulea,ミズイロアメリカムシクイ
Setophaga chrysoparia,キホオアメリカムシクイ
Setophaga citrina,クロズキンアメリカムシクイ
Setophaga coronata,キヅタアメリカムシクイ
Setophaga delicata,セントルシアアメリカミシクイ
Setophaga discolor,チャスジアメリカムシクイ
Setophaga dominica,キノドアメリカムシクイ
Setophaga flavescens,バハマアメリカムシクイ
Setophaga fusca,キマユアメリカムシクイ
Setophaga graciae,グレースアメリカムシクイ
Setophaga kirtlandii,カートランドアメリカムシクイ
Setophaga magnolia,シロオビアメリカムシクイ
Setophaga nigrescens,ノドグロハイアメリカムシクイ
Setophaga occidentalis,キガシラアメリカムシクイ
Setophaga palmarum,ヤシアメリカムシクイ
Setophaga pensylvanica,ワキチャアメリカムシクイ
Setophaga petechia,キイロアメリカムシクイ
Setophaga pharetra,ヤジリアメリカムシクイ
Setophaga pinus,マツアメリカムシクイ
Setophaga pitiayumi,ミナミアサギアメリカムシクイ
Setophaga pityophila,キューバアメリカムシクイ
Setophaga plumbea,ドミニカアメリカムシクイ
Setophaga ruticilla,ハゴロモムシクイ
Setophaga striata,ズグロアメリカムシクイ
Setophaga subita,バーブーダアメリカムシクイ
Setophaga tigrina,ホオアカアメリカムシクイ
Setophaga townsendi,タウンゼンドアメリカムシクイ
Setophaga virens,ノドグロミドリアメリカムシクイ
Setophaga vitellina,ケーマンアメリカムシクイ
Setornis criniger,カギハシヒヨドリ
Sheppardia aequatorialis,コシアカヒメコマドリ
Sheppardia aurantiithorax,ムネアカムジヒタキ
Sheppardia bocagei,ホオアカツグミヒタキ
Sheppardia cyornithopsis,ヒゲヒメコマドリ
Sheppardia gabela,サメヒメコマドリ
Sheppardia gunningi,シロハラヒメコマドリ
Sheppardia lowei,シロボシムジヒタキ
Sheppardia montana,ヤマムジヒタキ
Sheppardia poensis,ヘルナンドポーヒメコマドリ
Sheppardia polioptera,コホオアカツグミヒタキ
Sheppardia sharpei,マユジロヒメコマドリ
Sholicola albiventris,シロハラコンヒタキ
Sholicola major,ハイイロコバネヒタキ
Sialia currucoides,ムジルリツグミ
Sialia mexicana,チャカタルリツグミ
Sialia sialis,ルリツグミ
Sibirionetta formosa,トモエガモ
Sicalis auriventris,オオキンノジコ
Sicalis citrina,オジロキンノジコ
Sicalis columbiana,アカビタイキンノジコ
Sicalis flaveola,キンノジコ
Sicalis lebruni,パタゴニアキンノジコ
Sicalis lutea,オリーブキンノジコ
Sicalis luteocephala,キガオキンノジコ
Sicalis luteola,セスジキンノジコ
Sicalis mendozae,モンテキンノジコ
Sicalis olivascens,ミドリキンノジコ
Sicalis raimondii,ペルーキンノジコ
Sicalis taczanowskii,キノドノジコ
Sicalis uropygialis,キゴシキンノジコ
Sigelus silens,シロハラクロヒタキ
Silvicultrix diadema,キバラヒタキタイランチョウ
Silvicultrix frontalis,チャガシラヒタキタイランチョウ
Silvicultrix jelskii,ジェルスキーヒタキタイランチョウ
Silvicultrix pulchella,キマユヒタキタイランチョウ
Siphonorhis americana,ジャマイカコヨタカ
Siphonorhis brewsteri,ヒスパニオラコヨタカ
Sipia berlepschi,タンビアリドリ
Sipia laemosticta,メスボシアリドリ
Sipia nigricauda,ハイイロタンビアリドリ
Sipia palliata,マグダレナアリドリ
Sipodotus wallacii,セアカパプアムシクイ
Siptornis striaticollis,シズカカマドドリ
Sirystes albocinereus,コシジロフエフキタイランチョウ
Sirystes albogriseus,チョコフエフキタイランチョウ
Sirystes sibilator,フエフキタイランチョウ
Sirystes subcanescens,ハイイロフエフキタイランチョウ
Sitta azurea,ズグロゴジュウカラ
Sitta canadensis,ムネアカゴジュウカラ
Sitta carolinensis,ムナジロゴジュウカラ
Sitta cashmirensis,カシミールゴジュウカラ
Sitta castanea,チャバラゴジュウカラ
Sitta cinnamoventris,クリハラゴジュウカラ
Sitta europaea,ゴジュウカラ
Sitta formosa,ビナンゴジュウカラ
Sitta frontalis,ビロードゴジュウカラ
Sitta himalayensis,オジロゴジュウカラ
Sitta insularis,バハマゴジュウカラ
Sitta krueperi,ムナオビゴジュウカラ
Sitta ledanti,アルジェリアゴジュウカラ
Sitta leucopsis,ホオジロゴジュウカラ
Sitta magna,オニゴジュウカラ
Sitta nagaensis,ミナミゴジュウカラ
Sitta neglecta,ブルマゴジュウカラ
Sitta neumayer,イワゴジュウカラ
Sitta oenochlamys,フィリピンゴジュウカラ
Sitta przewalskii,セイカイゴジュウカラ
Sitta pusilla,チャガシラヒメゴジュウカラ
Sitta pygmaea,ヒメゴジュウカラ
Sitta solangiae,キバシゴジュウカラ
Sitta tephronota,ヒガシイワゴジュウカラ
Sitta victoriae,マミジロゴジュウカラ
Sitta villosa,チョウセンゴジュウカラ
Sitta whiteheadi,コルシカゴジュウカラ
Sitta yunnanensis,ウンナンゴジュウカラ
Sittasomus griseicapillus,ヒメオニキバシリ
Sittiparus castaneoventris,タイワンヤマガラ
Sittiparus olivaceus,オリイヤマガラ
Sittiparus owstoni,オーストンヤマガラ
Sittiparus semilarvatus,シロビタイガラ
Sittiparus varius,ヤマガラ
Smicrornis brevirostris,コバシムシクイ
Smithornis capensis,アフリカヒロハシ
Smithornis rufolateralis,ワキアカアフリカヒロハシ
Smithornis sharpei,ハイガシラアフリカヒロハシ
Smutsornis africanus,フタオビスナバシリ
Snowornis cryptolophus,オリーブカザリドリ
Snowornis subalaris,ハイオムジカザリドリ
Somateria fischeri,メガネケワタガモ
Somateria mollissima,ホンケワタガモ
Somateria spectabilis,ケワタガモ
Spartonoica maluroides,サザイカマドドリ
Spatula clypeata,ハシビロガモ
Spatula cyanoptera,アカシマアジ
Spatula discors,ミカヅキシマアジ
Spatula hottentota,アフリカコガモ
Spatula platalea,アカハシビロガモ
Spatula puna,プナシマアジ
Spatula querquedula,シマアジ
Spatula rhynchotis,ミカヅキハシビロガモ
Spatula smithii,ケープハシビロガモ
Spatula versicolor,ギンイロシマアジ
Speculanas specularis,ノドジロガモ
Speculipastor bicolor,ニショクムクドリ
Spelaeornis badeigularis,チャノドサザイチメドリ
Spelaeornis caudatus,ムネアカサザイチメドリ
Spelaeornis chocolatinus,ウロコオナガサザイチメドリ
Spelaeornis kinneari,ノドジロオナガサザイチメドリ
Spelaeornis longicaudatus,オナガサザイチメドリ
Spelaeornis oatesi,チンオナガサザイチメドリ
Spelaeornis reptatus,ハイナカオナガサザイチメドリ
Spelaeornis troglodytoides,シマオサザイチメドリ
Spermestes bicolor,クロシチホウ
Spermestes cucullata,ハゴロモシチホウ
Spermestes fringilloides,オオシチホウ
Spermestes griseicapilla,オキナチョウ
Spermophaga haematina,クロガオアオハシキンパラ
Spermophaga poliogenys,クリエリアオハシキンパラ
Spermophaga ruficapilla,ズアカアオハシキンパラ
Sphecotheres hypoleucus,ウェタルメガネコウライウグイス
Sphecotheres vieilloti,メガネコウライウグイス
Sphecotheres viridis,チモールメガネコウライウグイス
Spheniscus demersus,ケープペンギン
Spheniscus humboldti,フンボルトペンギン
Spheniscus magellanicus,マゼランペンギン
Spheniscus mendiculus,ガラパゴスペンギン
Sphenoeacus afer,クサムシクイ
Sphenopsis frontalis,チャイロモリフウキンチョウ
Sphenopsis melanotis,ミミグロモリフウキンチョウ
Sphyrapicus nuchalis,アカエリシルスイキツツキ
Sphyrapicus ruber,ムネアカシルスイキツツキ
Sphyrapicus thyroideus,ズグロシルスイキツツキ
Sphyrapicus varius,シルスイキツツキ
Spilopelia chinensis,カノコバト
Spilopelia senegalensis,ワライバト
Spiloptila clamans,コオロギムシクイ
Spilornis cheela,カンムリワシ
Spilornis elgini,アンダマンカンムリワシ
Spilornis holospilus,フィリピンカンムリワシ
Spilornis kinabaluensis,キナバルカンムリワシ
Spilornis klossi,ニコバルカンムリワシ
Spilornis rufipectus,スラウェシチュウヒワシ
Spindalis dominicensis,ヒスパニオラシトドフウキンチョウ
Spindalis nigricephala,ジャマイカシトドフウキンチョウ
Spindalis portoricensis,プエルトリコシトドフウキンチョウ
Spindalis zena,シトドフウキンチョウ
Spinus atratus,クロヒワ
Spinus atriceps,クロズキンヒワ
Spinus barbatus,ヤッコヒワ
Spinus crassirostris,ハシブトヒワ
Spinus cucullatus,ショウジョウヒワ
Spinus dominicensis,ヒスパニオラズグロヒワ
Spinus lawrencei,カオグロキンヒワ
Spinus magellanicus,ズグロヒワ
Spinus notatus,ズグロキバラヒワ
Spinus olivaceus,オリーブヒワ
Spinus pinus,マツノキヒワ
Spinus psaltria,ヒメキンヒワ
Spinus siemiradzkii,サフランヒワ
Spinus spinescens,アンデスヒワ
Spinus spinus,マヒワ
Spinus thibetanus,チベットヒワ
Spinus tristis,オウゴンヒワ
Spinus uropygialis,キゴシクロヒワ
Spinus xanthogastrus,キバラクロヒワ
Spinus yarrellii,キガオヒワ
Spiza americana,ムナグロノジコ
Spizaetus isidori,アカクロクマタカ
Spizaetus melanoleucus,セグロクマタカ
Spizaetus ornatus,アカエリクマタカ
Spizaetus tyrannus,クロクマタカ
Spizella atrogularis,アゴグロヒメドリ
Spizella breweri,ブリューワーヒメドリ
Spizella pallida,ウスヒメドリ
Spizella passerina,チャガシラヒメドリ
Spizella pusilla,ヒメドリ
Spizella wortheni,メキシコヒメドリ
Spizelloides arborea,ムナフヒメドリ
Spiziapteryx circumcincta,シラボシハヤブサ
Spizixos canifrons,カンムリカヤノボリ
Spizixos semitorques,カヤノボリ
Spizocorys conirostris,ベニハシシトドコヒバリ
Spizocorys fremantlii,ウズラヒバリ
Spizocorys fringillaris,タンビコヒバリ
Spizocorys obbiensis,ソマリアシトドコヒバリ
Spizocorys personata,ハシボソヒメコウテンシ
Spizocorys sclateri,オグロシトドコヒバリ
Spizocorys starki,コユビシトドコヒバリ
Spodiopsar cineraceus,ムクドリ
Spodiopsar sericeus,ギンムクドリ
Sporathraupis cyanocephala,ズアオフウキンチョウ
Sporophila albogularis,ノドジロヒメウソ
Sporophila americana,ミナミカワリヒメウソ
Sporophila angolensis,ヒメコメワリ
Sporophila ardesiaca,ムナジロヒメウソ
Sporophila atrirostris,クロハシコメワリ
Sporophila beltoni,ムラサキヒメウソ
Sporophila bouvreuil,クロボウシヒメウソ
Sporophila bouvronides,キタホオジロヒメウソ
Sporophila caerulescens,フタスジヒメウソ
Sporophila castaneiventris,クリハラヒメウソ
Sporophila cinnamomea,クリイロヒメウソ
Sporophila collaris,キエリヒメウソ
Sporophila corvina,カワリヒメウソ
Sporophila crassirostris,オオコメワリ
Sporophila falcirostris,ヒメウソ
Sporophila fringilloides,シロエリコメワリ
Sporophila frontalis,シロビタイヒメウソ
Sporophila funerea,ハシブトヒメウソ
Sporophila hypochroma,コシアカヒメウソ
Sporophila hypoxantha,チャバラヒメウソ
Sporophila intermedia,アシグロヒメウソ
Sporophila leucoptera,シロハラヒメウソ
Sporophila lineola,ホオジロヒメウソ
Sporophila luctuosa,シロクロヒメウソ
Sporophila maximiliani,ハシブトコメワリ
Sporophila melanogaster,クロハラヒメウソ
Sporophila minuta,アカハラヒメウソ
Sporophila morelleti,シロエリヒメウソ
Sporophila nigricollis,キバラヒメウソ
Sporophila nigrorufa,クロアカヒメウソ
Sporophila nuttingi,ニカラグアオオコメワリ
Sporophila palustris,ヌマヒメウソ
Sporophila peruviana,インコヒメウソ
Sporophila pileata,ウナジロヒメウソ
Sporophila plumbea,アゴジロヒメウソ
Sporophila ruficollis,ノドグロヒメウソ
Sporophila schistacea,ハイイロヒメウソ
Sporophila simplex,ムジヒメウソ
Sporophila telasco,クリノドヒメウソ
Sporophila torqueola,セアカシロエリヒメウソ
Sporopipes frontalis,チャエリキクスズメ
Sporopipes squamifrons,キクスズメ
Stachyris grammiceps,シロハラモリチメドリ
Stachyris herberti,ラオスモリチメドリ
Stachyris humei,キリハシチメドリ
Stachyris leucotis,シラボシモリチメドリ
Stachyris maculata,コシアカモリチメドリ
Stachyris nigriceps,ハイノドモリチメドリ
Stachyris nigricollis,ノドグロモリチメドリ
Stachyris nonggangensis,ナンガンモリチメドリ
Stachyris oglei,ミミグロモリチメドリ
Stachyris poliocephala,ハイガシラモリチメドリ
Stachyris roberti,チャイロキリハシチメドリ
Stachyris strialata,エリボシモリチメドリ
Stachyris thoracica,ムナジロモリチメドリ
Stactolaema anchietae,キガシラゴシキドリ
Stactolaema leucotis,ミミジロゴシキドリ
Stactolaema whytii,アゴジロゴシキドリ
Stagonopleura bella,サザナミスズメ
Stagonopleura guttata,オオキンカチョウ
Stagonopleura oculata,キョウジョスズメ
Staphida castaniceps,クリミミチメドリ
Staphida everetti,ボルネオクリミミチメドリ
Staphida torqueola,インドシナミミチメドリ
Starnoenas cyanocephala,クロヒゲバト
Steatornis caripensis,アブラヨタカ
Stelgidillas gracilirostris,ハシボソアオヒヨ
Stelgidopteryx ruficollis,オビナシショウドウツバメ
Stelgidopteryx serripennis,キタオビナシショウドウツバメ
Stenostira scita,センニョヒタキ
Stephanoaetus coronatus,カンムリクマタカ
Stephanophorus diadematus,オウカンフウキンチョウ
Stephanoxis lalandi,カンムリハチドリ
Stephanoxis loddigesii,スミレカンムリハチドリ
Stercorarius antarcticus,ミナミオオトウゾクカモメ
Stercorarius chilensis,チリオオトウゾクカモメ
Stercorarius longicaudus,シロハラトウゾクカモメ
Stercorarius maccormicki,オオトウゾクカモメ
Stercorarius parasiticus,クロトウゾクカモメ
Stercorarius pomarinus,トウゾクカモメ
Stercorarius skua,キタオオトウゾクカモメ
Sterna acuticauda,インドアジサシ
Sterna aurantia,カワアジサシ
Sterna dougallii,ベニアジサシ
Sterna forsteri,メリケンアジサシ
Sterna hirundinacea,ナンベイアジサシ
Sterna hirundo,アジサシ
Sterna paradisaea,キョクアジサシ
Sterna repressa,アラビアアジサシ
Sterna striata,シロビタイアジサシ
Sterna sumatrana,エリグロアジサシ
Sterna trudeaui,シロガシラアジサシ
Sterna virgata,ケルゲレンアジサシ
Sterna vittata,ナンキョクアジサシ
Sternoclyta cyanopectus,スミレムネハチドリ
Sternula albifrons,コアジサシ
Sternula antillarum,アメリカコアジサシ
Sternula balaenarum,マダラアジサシ
Sternula lorata,ペルーアジサシ
Sternula nereis,ヒメアジサシ
Sternula saundersi,アラビアコアジサシ
Sternula superciliaris,アマゾンアジサシ
Sterrhoptilus capitalis,キノドモリチメドリ
Sterrhoptilus dennistouni,キボウシモリチメドリ
Sterrhoptilus nigrocapitatus,クロボウシモリチメドリ
Stictonetta naevosa,ゴマフガモ
Stigmatura budytoides,セキレイタイランチョウ
Stigmatura napensis,コセキレイタイランチョウ
Stilpnia argyrofenges,クロハラフウキンチョウ
Stilpnia cayana,バフイロフウキンチョウ
Stilpnia cucullata,グレナダフウキンチョウ
Stilpnia cyanicollis,アオクビフウキンチョウ
Stilpnia cyanoptera,ズグロフウキンチョウ
Stilpnia heinei,ズグロアオフウキンチョウ
Stilpnia larvata,キンズキンフウキンチョウ
Stilpnia meyerdeschauenseei,アンデスフウキンチョウ
Stilpnia nigrocincta,メンガタフウキンチョウ
Stilpnia peruviana,セグロフウキンチョウ
Stilpnia phillipsi,シラアオフウキンチョウ
Stilpnia preciosa,クリイロフウキンチョウ
Stilpnia viridicollis,ギンイロフウキンチョウ
Stilpnia vitriolina,ギンミドリフウキンチョウ
Stiphrornis erythrothorax,シロボシヒメコマドリ
Stiphrornis xanthogaster,ヒガシヒメコマドリ
Stipiturus malachurus,エミュームシクイ
Stipiturus mallee,クリビタイエミュームシクイ
Stipiturus ruficeps,ズアカエミュームシクイ
Stizoptera bichenovii,カノコスズメ
Stizorhina finschi,オジロサビイロヒタキ
Stizorhina fraseri,サビイロヒタキ
Stomiopera flava,キイロミツスイ
Stomiopera unicolor,クチシロミツスイ
Strepera fuliginosa,クロフエガラス
Strepera graculina,フエガラス
Strepera versicolor,ハイイロフエガラス
Streptocitta albertinae,スーラカササギムクドリ
Streptocitta albicollis,カササギムクドリ
Streptopelia bitorquata,オオベニバト
Streptopelia capicola,アフリカジュズカケバト
Streptopelia decaocto,シラコバト
Streptopelia decipiens,アフリカシラコバト
Streptopelia dusumieri,フィリピンシラコバト
Streptopelia hypopyrrha,バラムネキジバト
Streptopelia lugens,クロエリキジバト
Streptopelia orientalis,キジバト
Streptopelia reichenowi,ハジロシラコバト
Streptopelia roseogrisea,バライロシラコバト
Streptopelia semitorquata,アカメジュズカケバト
Streptopelia tranquebarica,ベニバト
Streptopelia turtur,コキジバト
Streptopelia vinacea,ウスアフリカジュズカケバト
Streptoprocne biscutata,シロエリアマツバメ
Streptoprocne phelpsi,アカエリムジアマツバメ
Streptoprocne rutila,クリエリムジアマツバメ
Streptoprocne semicollaris,シロエリトゲオアマツバメ
Streptoprocne zonaris,クビワアマツバメ
Stresemannia bougainvillei,ブーゲンビルミツスイ
Strigops habroptilus,フクロウオウム
Strix albitarsis,アカオビヒナフクロウ
Strix aluco,モリフクロウ
Strix butleri,ウスイロモリフクロウ
Strix chacoensis,チャコモリフクロウ
Strix fulvescens,チュウベイフクロウ
Strix hadorami,サバクフクロウ
Strix huhula,クロオビヒナフクロウ
Strix hylophila,ブラジルモリフクロウ
Strix leptogrammica,オオフクロウ
Strix nebulosa,カラフトフクロウ
Strix nigrolineata,シロクロヒナフクロウ
Strix nivicolum,ミヤマモリフクロウ
Strix occidentalis,ニシアメリカフクロウ
Strix ocellata,インドモリフクロウ
Strix rufipes,アカアシモリフクロウ
Strix sartorii,メキシコフクロウ
Strix seloputo,マレーモリフクロウ
Strix uralensis,フクロウ
Strix varia,アメリカフクロウ
Strix virgata,ナンベイヒナフクロウ
Strix woodfordii,アフリカヒナフクロウ
Struthidea cinerea,ハイイロツチスドリ
Struthio camelus,ダチョウ
Struthio molybdophanes,ソマリダチョウ
Sturnella lilianae,リリアンマキバドリ
Sturnella magna,ヒガシマキバドリ
Sturnella neglecta,ニシマキバドリ
