scientific_name,name
Myiarchus apicalis,シロオビオオヒタキモドキ
Myiarchus barbirostris,ジャマイカヒタキモドキ
Myiarchus cephalotes,シロヘリオオヒタキモドキ
Myiarchus cinerascens,ハイノドヒタキモドキ
Myiarchus crinitus,オオヒタキモドキ
Myiarchus ferox,ハシグロオオヒタキモドキ
Myiarchus magnirostris,ガラパゴスヒタキモドキ
Myiarchus nugator,グレナダヒタキモドキ
Myiarchus nuttingi,ウスノドヒタキモドキ
Myiarchus oberi,ドミニカヒタキモドキ
Myiarchus panamensis,パナマヒタキモドキ
Myiarchus phaeocephalus,ズグロオオヒタキモドキ
Myiarchus sagrae,バハマヒタキモドキ
Myiarchus semirufus,アカハラヒタキモドキ
Myiarchus stolidus,アカオヒタキモドキ
Myiarchus swainsoni,アカハシヒタキモドキ
Myiarchus tuberculifer,オリーブヒタキモドキ
Myiarchus tyrannulus,シロハラオオヒタキモドキ
Myiarchus validus,アカオオオヒタキモドキ
Myiarchus venezuelensis,ベネズエラヒタキモドキ
Myiarchus yucatanensis,ユカタンヒタキモドキ
Myiobius atricaudus,オナガキゴシハエトリ
Myiobius barbatus,ヒゲキゴシハエトリ
Myiobius sulphureipygius,キゴシハエトリ
Myiobius villosus,チャムネキゴシハエトリ
Myioborus albifacies,カオジロアメリカムシクイ
Myioborus albifrons,シロビタイアメリカムシクイ
Myioborus brunniceps,チャボウシアメリカムシクイ
Myioborus cardonai,キムネアメリカムシクイ
Myioborus castaneocapilla,アメリカムシクイ
Myioborus flavivertex,キクイタダキアメリカムシクイ
Myioborus melanocephalus,カワリアメリカムシクイ
Myioborus miniatus,ベニイタダキアメリカムシクイ
Myioborus ornatus,キンガシラアメリカムシクイ
Myioborus pariae,キガオアメリカムシクイ
Myioborus pictus,カタジロアメリカムシクイ
Myioborus torquatus,クビワアメリカムシクイ
Myiodynastes bairdii,オオブチタイランチョウ
Myiodynastes chrysocephalus,キンカムリブチタイランチョウ
Myiodynastes hemichrysus,ウスブチタイランチョウ
Myiodynastes luteiventris,キバラブチタイランチョウ
Myiodynastes maculatus,ブチタイランチョウ
Myiomela diana,シロビタイコンヒタキ
Myiomela leucura,コンヒタキ
Myiopagis caniceps,ハイイロキクイタダキモドキ
Myiopagis cotta,ジャマイカキクイタダキモドキ
Myiopagis flavivertex,キクイタダキモドキ
Myiopagis gaimardii,モリキクイタダキモドキ
Myiopagis olallai,サンロクキクイタダキモドキ
Myiopagis subplacens,ニシキクイタダキモドキ
Myiopagis viridicata,ミドリキクイタダキモドキ
Myiophobus cryptoxanthus,オリーブフタスジハエトリ
Myiophobus fasciatus,フタスジハエトリ
Myiophobus flavicans,キバラフタスジハエトリ
Myiophobus inornatus,ムジフタスジハエトリ
Myiophobus phoenicomitra,アカイタダキフタスジハエトリ
Myiophobus roraimae,コフタスジハエトリ
Myiopsitta monachus,オキナインコ
Myiornis albiventris,ペルーコビトタイランチョウ
Myiornis atricapillus,コビトタイランチョウ
Myiornis auricularis,ミミグロコビトタイランチョウ
Myiornis ecaudatus,タンビコビトタイランチョウ
Myiotheretes fumigatus,チャイロヤブタイランチョウ
Myiotheretes fuscorufus,アカハラヤブタイランチョウ
Myiotheretes pernix,サンタマルタヤブタイランチョウ
Myiotheretes striaticollis,ヤブタイランチョウ
Myiothlypis basilica,サンタマルタアメリカムシクイ
Myiothlypis bivittata,フタオビアメリカムシクイ
Myiothlypis chlorophrys,チョコアメリカムシクイ
Myiothlypis chrysogaster,キンパラアメリカムシクイ
Myiothlypis cinereicollis,ハイノドアメリカムシクイ
Myiothlypis conspicillata,シロガシラアメリカムシクイ
Myiothlypis coronata,アカイタダキアメリカムシクイ
Myiothlypis flaveola,ウグイスアメリカムシクイ
Myiothlypis fraseri,セアオアメリカムシクイ
Myiothlypis fulvicauda,チャゴシアメリカムシクイ
Myiothlypis griseiceps,ハイガシラアメリカムシクイ
Myiothlypis leucoblephara,セミドリアメリカムシクイ
Myiothlypis leucophrys,シロハラオリーブアメリカムシクイ
Myiothlypis luteoviridis,レモンアメリカムシクイ
Myiothlypis nigrocristata,クロイタダキアメリカムシクイ
Myiothlypis rivularis,ミズベアメリカムシクイ
Myiothlypis signata,シロアシアメリカムシクイ
Myiotriccus ornatus,キゴシタイランチョウ
Myiozetetes cayanensis,キバラヒタキモドキ
Myiozetetes granadensis,ハイボウシヒタキモドキ
Myiozetetes luteiventris,ムナフヒタキモドキ
Myiozetetes similis,アカボウシヒタキモドキ
Myophonus blighi,セイロンルリチョウ
Myophonus borneensis,ボルネオルリチョウ
Myophonus caeruleus,オオルリチョウ
Myophonus castaneus,クリバネルリチョウ
Myophonus glaucinus,スンダルリチョウ
Myophonus horsfieldii,インドルリチョウ
Myophonus insularis,ルリチョウ
Myophonus melanurus,スマトラルリチョウ
Myophonus robinsoni,マレールリチョウ
Myopornis boehmi,ヤガスリヒタキ
Myornis senilis,ハイイロオタテドリ
Myrmeciza longipes,シロハラアリドリ
Myrmecocichla aethiops,アリヒタキ
Myrmecocichla arnotti,シロガシラアリヒタキ
Myrmecocichla collaris,エリマキアリヒタキ
Myrmecocichla formicivora,ハジロアリヒタキ
Myrmecocichla melaena,シロモンアリヒタキ
Myrmecocichla monticola,カタジロサバクヒタキ
Myrmecocichla nigra,クロアリヒタキ
Myrmecocichla tholloni,ハイイロアリヒタキ
Myrmelastes brunneiceps,チャガシラアリドリ
Myrmelastes caurensis,オオズグロアリドリ
Myrmelastes humaythae,フマイタアリドリ
Myrmelastes hyperythrus,ナマリイロアリドリ
Myrmelastes leucostigma,シロボシズグロアリドリ
Myrmelastes rufifacies,アカガオアリドリ
Myrmelastes saturatus,ロライマアリドリ
Myrmelastes schistaceus,クリガシラアリドリ
Myrmia micrura,チビオハチドリ
Myrmoborus leucophrys,マミジロアリドリ
Myrmoborus lophotes,ズアカアリドリ
Myrmoborus lugubris,ハイムネアリドリ
Myrmoborus melanurus,オグロアリドリ
Myrmoborus myotherinus,カオグロアリドリ
Myrmochanes hemileucus,シロクロアリドリ
Myrmoderus eowilsoni,サエズリアリドリ
Myrmoderus ferrugineus,クリイロアリドリ
Myrmoderus loricatus,キマユアリドリ
Myrmoderus ruficauda,アカオアリドリ
Myrmoderus squamosus,ウロコアリドリ
Myrmophylax atrothorax,ノドグロアリドリ
Myrmorchilus strigilatus,タテジマアリドリ
Myrmornis torquata,ミスジアリツグミ
Myrmothera berlepschi,アマゾンモリジアリドリ
Myrmothera campanisona,アシナガアリドリ
Myrmothera dives,キバラモリジアリドリ
Myrmothera fulviventris,シロビタイモリジアリドリ
Myrmothera simplex,チャムネアシナガアリドリ
Myrmothera subcanescens,タパジョースアリドリ
Myrmotherula ambigua,キノドヒメアリサザイ
Myrmotherula assimilis,ネズミヒメアリサザイ
Myrmotherula axillaris,ワキジロヒメアリサザイ
Myrmotherula behni,ムナグロヒメアリサザイ
Myrmotherula brachyura,ヒメアリサザイ
Myrmotherula cherriei,クロスジヒメアリサザイ
Myrmotherula fluminensis,ブラジルヒメアリサザイ
Myrmotherula grisea,ズグロヒメアリサザイ
Myrmotherula ignota,コバシヒメアリサザイ
Myrmotherula iheringi,ハシブトヒメアリサザイ
Myrmotherula klagesi,セグロヒメアリサザイ
Myrmotherula longicauda,シマヒメアリサザイ
Myrmotherula longipennis,マミジロヒメアリサザイ
Myrmotherula menetriesii,ハイバラヒメアリサザイ
Myrmotherula minor,シラナミヒメアリサザイ
Myrmotherula multostriata,アマゾンヒメアリサザイ
Myrmotherula pacifica,タイヘイヒメアリサザイ
Myrmotherula schisticolor,ハイイロヒメアリサザイ
Myrmotherula sclateri,キムネヒメアリサザイ
Myrmotherula snowi,アラゴアスアリサザイ
Myrmotherula sunensis,タンビハイイロヒメアリサザイ
Myrmotherula surinamensis,タテジマヒメアリサザイ
Myrmotherula unicolor,ムジヒメアリサザイ
Myrmotherula urosticta,オビオヒメアリサザイ
Myrtis fanny,オウギオハチドリ
Mystacornis crossleyi,ハシナガマダガスカルチメドリ
Myza celebensis,チャイロセレベスミツスイ
Myza sarasinorum,セレベスミツスイ
Myzomela adolphinae,ヤマズアカミツスイ
Myzomela albigula,ノドジロミツスイ
Myzomela blasii,アンボンミツスイ
Myzomela boiei,バンダミツスイ
Myzomela caledonica,カレドニアミツスイ
Myzomela cardinalis,ミツスイ
Myzomela chermesina,ムネアカミツスイ
Myzomela chloroptera,セレベスクレナイミツスイ
Myzomela cineracea,ビスマルクミツスイ
Myzomela cruentata,アカミツスイ
Myzomela dammermani,スンバミツスイ
Myzomela eichhorni,コシアカミツスイ
Myzomela eques,アカボシミツスイ
Myzomela erythrocephala,ズアカミツスイ
Myzomela erythromelas,クロハラミツスイ
Myzomela irianawidodoae,ロテミツスイ
Myzomela jugularis,フィジーミツスイ
Myzomela kuehni,シロハラミツスイ
Myzomela lafargei,アカエリミツスイ
Myzomela malaitae,マライタミツスイ
Myzomela melanocephala,クロガシラミツスイ
Myzomela nigrita,クロミツスイ
Myzomela nigriventris,サモアミツスイ
Myzomela obscura,コゲチャミツスイ
Myzomela pammelaena,コクタンミツスイ
Myzomela prawiradilagae,アロールミツスイ
Myzomela pulchella,ニューアイルランドミツスイ
Myzomela rosenbergii,クロアカミツスイ
Myzomela rubratra,ミクロネシアミツスイ
Myzomela sanguinolenta,クレナイミツスイ
Myzomela sclateri,ノドアカミツスイ
Myzomela tristrami,ソロモンミツスイ
Myzomela vulnerata,チモールミツスイ
Myzomela wahe,タリアブミツスイ
Myzomela wakoloensis,モルッカミツスイ
Myzornis pyrrhoura,ゴシキチメドリ
Namibornis herero,ヘレロノビタキ
Nannococcyx psix,セントヘレナカッコウ
Nannopsittaca dachilleae,アマゾンスズメインコ
Nannopsittaca panychlora,ミドリスズメインコ
Nannopsittacus gulielmitertii,ホオグロイチジクインコ
Nannopterum auritum,ミミヒメウ
Nannopterum brasilianum,ナンベイヒメウ
Nannopterum harrisi,ガラパゴスコバネウ
Napothera albostriata,スマトラハシナガサザイチメドリ
Napothera danjoui,アンナンハシナガチメドリ
Napothera epilepidota,コサザイチメドリ
Napothera malacoptila,ハシナガサザイチメドリ
Napothera naungmungensis,ビルマハシナガチメドリ
Napothera pasquieri,ベトナムサザイチメドリ
Nasica longirostris,オオオニキバシリ
Neafrapus boehmi,ダルマハリオアマツバメ
Neafrapus cassini,ミジカオハリオアマツバメ
Necropsar rodericanus,ロドリゲスムクドリ
Necropsittacus rodricanus,ロドリゲスインコ
Necrosyrtes monachus,ズキンハゲワシ
Nectarinia bocagii,クロムラサキオナガタイヨウチョウ
Nectarinia famosa,ミドリオナガタイヨウチョウ
Nectarinia johnstoni,アカフサオナガタイヨウチョウ
Nectarinia kilimensis,ブロンズオナガタイヨウチョウ
Nectarinia purpureiventris,ムラサキオナガタイヨウチョウ
Nectarinia tacazze,ルビーオナガタイヨウチョウ
Nemosia pileata,ズキンフウキンチョウ
Nemosia rourei,バラノドズキンフウキンチョウ
Nengetus cinereus,ハイムネタイランチョウ
Neochen jubata,オリノコガン
Neochmia phaeton,アサヒスズメ
Neochmia temporalis,フヨウチョウ
Neocichla gutturalis,ハジロムクドリ
Neocossyphus poensis,オジロアリクイツグミ
Neocossyphus rufus,アリクイツグミ
Neoctantes niger,クロヤブアリドリ
Neodrepanis coruscans,ニセタイヨウチョウ
Neodrepanis hypoxantha,コバシニセタイヨウチョウ
Neohierax insignis,アジアコビトハヤブサ
Neolalage banksiana,ニューヘブリデスヒタキ
Neolestes torquatus,クロエリヒヨドリ
Neomixis striatigula,クロスジニセムシクイチメドリ
Neomixis tenella,クビワニセムシクイチメドリ
Neomixis viridis,ミドリニセムシクイチメドリ
Neomorphus geoffroyi,チャバラアメリカジカッコウ
Neomorphus pucheranii,アカハシアメリカジカッコウ
Neomorphus radiolosus,シマアメリカジカッコウ
Neomorphus rufipennis,アカメアメリカジカッコウ
Neomorphus squamiger,ウロコアメリカジカッコウ
Neopelma aurifrons,キビタイマイコドリ
Neopelma chrysocephalum,キボウシマイコドリ
Neopelma chrysolophum,オウゴンカンムリマイコドリ
Neopelma pallescens,シロハラマイコドリ
Neopelma sulphureiventer,キバラマイコドリ
Neophedina cincta,マユジロショウドウツバメ
Neophema chrysogaster,アカハラワカバインコ
Neophema chrysostoma,ワカバインコ
Neophema elegans,ワカナインコ
Neophema petrophila,イワクサインコ
Neophema pulchella,キキョウインコ
Neophema splendida,ヒムネキキョウインコ
Neophilydor erythrocercum,コシアカマユカマドドリ
Neophilydor fuscipenne,ハイバネカマドドリ
Neophron percnopterus,エジプトハゲワシ
Neopipo cinnamomea,ニッケイマイコドリ
Neopsephotus bourkii,アキクサインコ
Neopsittacus musschenbroekii,タカネインコ
Neopsittacus pullicauda,アルプスインコ
Neosericornis citreogularis,キノドヤブムシクイ
Neothraupis fasciata,カタジロフウキンチョウ
Neotis denhami,アフリカチュウノガン
Neotis heuglinii,チュウノガン
Neotis ludwigii,ナンアチュウノガン
Neotis nuba,ヌビアチュウノガン
Neoxolmis coronatus,クロボウシタイランチョウ
Neoxolmis rubetra,セアカシロタイランチョウ
Neoxolmis rufiventris,アカハラタイランチョウ
